area,type,BHK,sqft,price,unit
Jodhpur Village,Apartment,2,1170,75,L
Jodhpur,Apartment,2,800,50,L
Visalpur,Apartment,3,1215,54,L
Sanathal,Villa,5,7380,5.5,Cr
Thaltej,Apartment,3,1953,1.05,Cr
Jodhpur,Apartment,3,1550,75,L
Science City,Apartment,4,2268,1.51,Cr
Jodhpur,Apartment,3,1170,75,L
Bopal,Apartment,2,1140,52,L
Science City,Apartment,3,1681,1.3,Cr
Shela,Apartment,2,1085,32,L
Sola Village,Apartment,3,2529,1.37,Cr
Sola,Apartment,3,1980,1.06,Cr
Sola,Apartment,2,1377,76,L
Shela,Apartment,3,1510,43.77,L
Bhadaj,Apartment,2,1305,52,L
Nikol,Apartment,3,1575,47.8,L
Nikol,Apartment,2,1251,36,L
Vejalpur,Apartment,1,504,19,L
Nikol,Apartment,2,1233,36,L
Nikol,Apartment,2,1188,35.25,L
Nikol,Apartment,2,1170,34.5,L
Shilaj,Apartment,3,1500,70,L
Shilaj,Apartment,3,800,54,L
Shilaj,Apartment,3,1455,58,L
Sola,Apartment,2,1377,76,L
Shela,Apartment,3,1510,43.77,L
Bhadaj,Apartment,2,1305,52,L
Nikol,Apartment,3,1575,47.8,L
Nikol,Apartment,2,1251,36,L
Vejalpur,Apartment,1,504,19,L
Nikol,Apartment,2,1233,36,L
Nikol,Apartment,2,1188,35.25,L
Nikol,Apartment,2,1170,34.5,L
Shilaj,Apartment,3,1500,70,L
Shilaj,Apartment,3,800,54,L
Shilaj,Apartment,3,1455,58,L
Makarba,Apartment,2,1064,55,L
Bhadaj,Apartment,3,1782,68,L
Shela,Apartment,3,2630,1.35,Cr
Chanakyapuri,Apartment,3,1620,82,L
Sola,Apartment,3,2079,1.35,Cr
Ambli,Apartment,4,2425,1.09,Cr
Ambli,Apartment,4,3000,1.35,Cr
Jodhpur Village,Apartment,3,1985,1.44,Cr
Navrangpura,Apartment,3,1935,1.16,Cr
Shela,Apartment,4,3538,1.49,Cr
Vastrapur,Apartment,3,1584,97.87,L
Vastrapur,Apartment,3,2225,1.25,Cr
Gota,Apartment,3,2403,82.77,L
Gota,Apartment,3,1935,62.35,L
Chandkheda,Independent Floor,2,900,36,L
Chandkheda,Apartment,1,720,22.5,L
Chandkheda,Apartment,3,1647,70,L
Chandkheda,Independent House,2,1145,42,L
Chandkheda,Studio Apartment,1,675,22,L
Chandkheda,Apartment,2,1170,35,L
Chandkheda,Independent House,3,2000,1.15,Cr
Shilaj,Apartment,4,3700,2.07,Cr
Chandkheda,Villa,4,1800,1.25,Cr
Chandkheda,Independent House,4,1500,1.8,Cr
Bopal,Villa,4,2925,3.25,Cr
Navrangpura,Apartment,4,3340,2.37,Cr
Jodhpur,Apartment,2,1500,45,L
Ghatlodiya,Apartment,3,2529,1.37,Cr
Ghatlodiya,Apartment,3,2349,1.25,Cr
Bopal,Apartment,2,1091,53,L
Shela,Apartment,2,1200,46.99,L
Science City,Apartment,3,1681,1.1,Cr
Chandkheda,Apartment,2,1170,41,L
Chandkheda,Apartment,2,1150,30,L
Chandkheda,Apartment,2,1170,41,L
Chandkheda,Apartment,1,765,20.5,L
Chandkheda,Apartment,1,675,22,L
Chandkheda,Independent House,3,1500,1.05,Cr
Chandkheda,Apartment,3,1710,80,L
Chandkheda,Apartment,3,1602,62.51,L
Chandkheda,Apartment,3,1530,65,L
Chandkheda,Apartment,2,1188,39,L
Chandkheda,Apartment,2,981,27.51,L
Chandkheda,Apartment,2,1197,42,L
Bodakdev,Apartment,3,1620,80,L
Thaltej,Apartment,3,1400,75,L
Makarba,Apartment,3,1970,1.1,Cr
Memnagar,Apartment,3,3600,1.21,Cr
Memnagar,Apartment,3,1620,75,L
Bodakdev,Apartment,3,1500,1.55,Cr
Bodakdev,Apartment,3,2100,1.3,Cr
Vastrapur,Independent House,4,2340,3.75,Cr
Navrangpura,Independent House,4,2385,3,Cr
Prahlad Nagar,Apartment,4,2750,2.25,Cr
Bopal,Independent House,3,1890,80,L
Bodakdev,Apartment,3,1495,85,L
Navrangpura,Independent House,4,3600,4,Cr
Vastrapur,Apartment,3,1940,92,L
Navrangpura,Apartment,3,1620,70,L
Gulbai Tekra,Apartment,3,1395,63.51,L
Bopal,Apartment,2,1125,51,L
Navrangpura,Independent House,5,4050,2.7,Cr
Bodakdev,Apartment,3,2385,1.11,Cr
Navrangpura,Independent House,4,2164,5,Cr
Gulbai Tekra,Independent House,5,3180,3.5,Cr
Bodakdev,Apartment,3,1350,65,L
Paldi,Independent House,4,2700,2.8,Cr
Navrangpura,Apartment,3,1170,74.5,L
Bodakdev,Apartment,3,1350,65,L
Paldi,Independent House,4,2700,2.8,Cr
Navrangpura,Apartment,3,1170,74.5,L
Paldi,Apartment,3,1780,90,L
Paldi,Apartment,2,1140,48,L
Ranip,Apartment,2,900,37,L
Gurukul,Apartment,3,1620,70,L
Chandkheda,Apartment,3,1350,45,L
Chandkheda,Apartment,2,1125,33.5,L
Chandkheda,Apartment,3,1395,75,L
Chandkheda,Independent House,4,2250,1.85,Cr
Motera,Apartment,3,1890,72,L
Chandkheda,Apartment,3,1656,57,L
Chandkheda,Apartment,3,1440,55,L
Chandkheda,Apartment,3,1845,58,L
Navrangpura,Independent Floor,4,2250,1.45,Cr
Bhat,Apartment,3,1755,85,L
Chandkheda,Apartment,2,1152,42,L
Adalaj,Villa,4,4500,2.75,Cr
Chandkheda,Apartment,3,1125,38,L
Ambli,Apartment,4,2425,1.09,Cr
Ambli,Apartment,4,3000,1.35,Cr
Jodhpur Village,Apartment,3,1985,1.44,Cr
Navrangpura,Apartment,3,1935,1.16,Cr
Shela,Apartment,4,3538,1.49,Cr
Vastrapur,Apartment,3,1584,97.87,L
Vastrapur,Apartment,3,2225,1.25,Cr
Gota,Apartment,3,2403,82.77,L
Gota,Apartment,3,1935,62.35,L
Chandkheda,Independent Floor,2,900,36,L
Chandkheda,Apartment,1,720,22.5,L
Chandkheda,Apartment,3,1647,70,L
Chandkheda,Independent House,2,1145,42,L
Chandkheda,Studio Apartment,1,675,22,L
Chandkheda,Apartment,2,1170,35,L
Chandkheda,Independent House,3,2000,1.15,Cr
Shilaj,Apartment,4,3700,2.07,Cr
Chandkheda,Villa,4,1800,1.25,Cr
Chandkheda,Independent House,4,1500,1.8,Cr
Bopal,Villa,4,2925,3.25,Cr
Gulbai Tekra,Apartment,3,1395,63.51,L
Bopal,Apartment,2,1125,51,L
Navrangpura,Independent House,5,4050,2.7,Cr
Bodakdev,Apartment,3,2385,1.11,Cr
Navrangpura,Independent House,4,2164,5,Cr
Gulbai Tekra,Independent House,5,3180,3.5,Cr
Bodakdev,Apartment,3,1350,65,L
Paldi,Independent House,4,2700,2.8,Cr
Navrangpura,Apartment,3,1170,74.5,L
Paldi,Apartment,3,1780,90,L
Paldi,Apartment,2,1140,48,L
Ranip,Apartment,2,900,37,L
Gurukul,Apartment,3,1620,70,L
Paldi,Apartment,2,1050,22.5,L
Chanakyapuri,Apartment,3,738,1,Cr
Ambli,Apartment,4,5881,5,Cr
Sanathal,Independent House,4,4050,2.1,Cr
Shilaj,Apartment,3,1790,89,L
Bopal,Apartment,2,999,50,L
Thaltej,Apartment,3,1700,1.4,Cr
Thaltej,Independent House,3,2510,3.05,Cr
Bopal,Apartment,2,999,45,L
Ambli,Apartment,4,3837,2.76,Cr
Gota,Apartment,3,1730,80,L
Ambli,Apartment,5,6999,4.62,Cr
Gota,Apartment,3,1700,75,L
Jodhpur,Apartment,3,1680,1.05,Cr
Makarba,Apartment,2,1050,57,L
Bopal,Apartment,5,5664,2.7,Cr
Shela,Villa,4,4095,4.25,Cr
Ambli,Apartment,4,5341,4.27,Cr
Gota,Apartment,3,2132,94.8,L
Bodakdev,Villa,5,6750,5,Cr
Shela,Apartment,3,1959,95,L
Makarba,Apartment,3,1350,68,L
Jodhpur,Apartment,3,1980,1.31,Cr
Ambli,Apartment,5,4959,5.24,Cr
Bopal,Apartment,2,1125,34.88,L
Prahlad Nagar,Villa,4,4662,6.75,Cr
Gota,Apartment,3,2358,1.06,Cr
Prahlad Nagar,Apartment,4,3536,3,Cr
Bopal,Apartment,3,1250,52,L
Shela,Apartment,3,1500,57,L
Khodiyar,Apartment,3,1287,50,L
Jodhpur,Apartment,3,1575,1.25,Cr
Bopal,Apartment,3,1629,73,L
Shela,Apartment,5,4507,1.89,Cr
Shilaj,Villa,5,6929,6.25,Cr
Shela,Independent House,4,2313,2.31,Cr
Bopal,Apartment,3,1550,74.5,L
Bodakdev,Apartment,4,3150,1.7,Cr
Prahlad Nagar,Apartment,3,2000,1.2,Cr
Bopal,Apartment,3,1490,70,L
Shela,Apartment,4,3151,1.5,Cr
Bodakdev,Apartment,4,4400,3.17,Cr
Bopal,Apartment,3,2000,80,L
Bodakdev,Apartment,4,3150,1.9,Cr
Ambli,Apartment,4,4471,3.04,Cr
Bopal,Apartment,3,1435,80,L
Thaltej,Apartment,5,1935,1.4,Cr
Ambli,Apartment,3,2222,1.49,Cr
Shilaj,Villa,5,4500,6,Cr
Bopal,Apartment,3,1435,68,L
Bopal,Apartment,2,1053,38,L
Bodakdev,Apartment,3,2600,1.6,Cr
Near Nirma University On SG Highway,Apartment,2,1300,51,L
Jagatpur,Apartment,3,1980,66,L
Thaltej,Independent House,5,2358,3.8,Cr
Prahlad Nagar,Apartment,3,2164,1.25,Cr
Ambavadi,Apartment,3,2097,1.25,Cr
Vejalpur,Apartment,2,1200,42,L
Shela,Villa,4,7857,6.04,Cr
Shela,Villa,4,7695,5.91,Cr
Shela,Villa,5,10557,8.12,Cr
Shela,Apartment,3,1550,41,L
Shela,Apartment,2,1140,42,L
Shela,Villa,5,10557,8.12,Cr
Gota,Apartment,2,1179,55,L
Vejalpur,Apartment,1,717,26,L
Gulbai Tekra,Apartment,3,2045,1.52,Cr
Near Nirma University On SG Highway,Apartment,3,2700,91,L
Thaltej,Villa,3,3825,3.5,Cr
Bodakdev,Apartment,3,2600,1.6,Cr
Shela,Apartment,3,1550,41,L
Shela,Apartment,2,1140,42,L
Shela,Apartment,3,1510,58,L
Bopal,Apartment,3,1450,53,L
Shela,Apartment,3,1499,55,L
Bopal,Apartment,3,1435,43,L
Shela,Apartment,3,2013,88,L
Bopal,Apartment,2,1185,60,L
Ghuma,Apartment,3,1530,50,L
Shela,Apartment,2,1149,35,L
Bopal,Apartment,3,1450,60,L
Shela,Apartment,3,1485,45,L
Ghuma,Apartment,2,1304,41,L
Shela,Apartment,2,1227,45,L
Bopal,Apartment,3,1416,72,L
Shela,Apartment,3,1700,51,L
Bopal,Apartment,2,1124,34,L
Ghuma,Apartment,2,1120,34,L
Ghuma,Apartment,2,1120,41,L
Bopal,Apartment,4,3075,1.3,Cr
Bopal,Apartment,3,2250,90,L
Shela,Apartment,2,1125,42.5,L
Shela,Apartment,3,1450,50,L
Shela,Apartment,2,1150,36,L
Shela,Apartment,3,1505,48,L
Shela,Apartment,3,1783,60,L
Ghuma,Apartment,3,1500,53.5,L
Bopal,Apartment,2,1175,35.5,L
Shela,Apartment,3,1700,50,L
Shela,Apartment,2,1050,35.5,L
Bopal,Apartment,2,1195,43.75,L
Bopal,Apartment,2,1125,41.5,L
Naryanpura,Apartment,3,1854,87,L
Naryanpura,Apartment,3,1854,87,L
Bopal,Apartment,3,2250,1.02,Cr
Shela,Apartment,3,1495,53.5,L
Shela,Apartment,3,1510,52.36,L
Naryanpura,Apartment,3,1674,78.01,L
Shela,Apartment,2,1085,39.5,L
Bopal,Apartment,3,1460,54.5,L
Vejalpur,Apartment,3,1585,53,L
Bopal,Apartment,3,1485,62,L
Bopal,Apartment,3,1416,72,L
Jodhpur,Apartment,3,1720,89,L
Memnagar,Apartment,4,2376,1.18,Cr
Shela,Apartment,2,1250,43,L
Paldi,Apartment,3,2700,1.97,Cr
Paldi,Apartment,3,2304,1.7,Cr
Paldi,Apartment,3,1935,1.45,Cr
Bopal,Villa,4,4950,6.75,Cr
Thaltej,Independent House,3,2511,3.5,Cr
Vejalpur,Apartment,2,1012,38,L
Shrinand Nagar,Apartment,1,695,26,L
Vejalpur,Apartment,3,1560,72,L
Vejalpur,Apartment,2,1155,40,L
Vejalpur,Apartment,2,1305,46,L
Vejalpur,Apartment,2,855,29,L
Vejalpur,Apartment,1,660,24,L
Makarba,Independent House,3,1440,85,L
Vejalpur,Apartment,2,1155,45,L
Vejalpur,Independent House,1,558,22.5,L
Shrinand Nagar,Apartment,1,990,38,L
Thaltej,Apartment,2,990,54,L
Vejalpur,Apartment,2,1036,39,L
Vejalpur,Apartment,3,1680,90,L
Vejalpur,Apartment,1,610,24,L
Vejalpur,Apartment,3,1510,56,L
Jodhpur,Apartment,2,1080,55,L
Makarba,Apartment,3,1550,1,Cr
Shrinand Nagar,Apartment,1,840,29,L
Vejalpur,Apartment,2,1305,45,L
Vejalpur,Apartment,2,1155,43,L
Prahlad Nagar,Independent House,2,1170,1.1,Cr
Vejalpur,Apartment,2,1155,43,L
Prahlad Nagar,Independent House,2,1170,1.1,Cr
Vejalpur,Apartment,2,1080,38,L
Shrinand Nagar,Apartment,2,990,36,L
Vejalpur,Apartment,2,1030,42,L
Vejalpur,Apartment,2,1155,40,L
Vejalpur,Apartment,2,830,36,L
Jivraj Park,Independent House,4,1800,1.1,Cr
Vejalpur,Apartment,2,945,36,L
Shrinand Nagar,Apartment,2,900,38,L
Shilaj,Apartment,3,780,60.56,L
Bopal,Apartment,3,1875,90,L
Vejalpur,Independent House,3,1807,1.1,Cr
Vejalpur,Independent House,2,1200,70,L
Vejalpur,Apartment,1,600,20,L
Vejalpur,Apartment,2,1030,36,L
Shela,Apartment,2,1140,41,L
Vejalpur,Apartment,2,855,29,L
Vejalpur,Apartment,2,1165,43,L
Near Nirma University On SG Highway,Apartment,2,1180,47,L
Vejalpur,Apartment,2,1180,41,L
Shrinand Nagar,Apartment,1,660,26,L
Vejalpur,Apartment,1,600,18,L
Sarkhej,Apartment,1,600,21,L
Vejalpur,Apartment,3,1585,53,L
Vejalpur,Independent House,2,1080,80,L
Shrinand Nagar,Apartment,2,990,43,L
Near Nirma University On SG Highway,Apartment,2,1305,50,L
Vejalpur,Apartment,3,1585,58,L
Vejalpur,Apartment,1,540,17,L
Vejalpur,Apartment,1,540,18.5,L
Prahlad Nagar,Apartment,2,900,40,L
Vejalpur,Apartment,2,975,35,L
Vejalpur,Apartment,1,660,25.5,L
Vejalpur,Apartment,2,1165,40,L
Vejalpur,Apartment,1,610,21,L
Vejalpur,Apartment,2,920,27,L
Vejalpur,Apartment,2,920,30,L
Vejalpur,Apartment,3,1868,69,L
Vejalpur,Apartment,2,1020,38,L
Shela,Apartment,3,1550,39.51,L
Vejalpur,Apartment,2,1180,41,L
Vejalpur,Apartment,3,1522,58,L
Jodhpur Village,Apartment,2,1350,50,L
Shrinand Nagar,Apartment,1,695,26.5,L
Vejalpur,Apartment,2,1049,36.65,L
Vejalpur,Apartment,3,1112,40,L
Vejalpur,Apartment,2,1020,37.8,L
Jodhpur,Apartment,2,1314,54,L
Vejalpur,Apartment,1,960,27,L
Prahlad Nagar,Apartment,3,2200,1.43,Cr
Bodakdev,Apartment,4,2700,2,Cr
Nikol,Apartment,2,1125,32.5,L
Nikol,Apartment,2,1062,30.8,L
Nikol,Apartment,2,1215,33,L
Nikol,Apartment,2,1035,28,L
Nikol,Apartment,2,945,25.5,L
Nikol,Apartment,2,1170,33.6,L
Jodhpur Village,Apartment,3,1485,1.1,Cr
Makarba,Apartment,3,1860,97,L
Jodhpur Village,Apartment,3,2115,1.6,Cr
Prahlad Nagar,Apartment,3,1705,95,L
Near Nirma University On SG Highway,Apartment,3,1372,44.59,L
Near Nirma University On SG Highway,Apartment,3,2253,73.22,L
Near Nirma University On SG Highway,Apartment,3,1550,50.37,L
Near Nirma University On SG Highway,Apartment,2,1150,37.37,L
Near Nirma University On SG Highway,Apartment,2,1262,41.01,L
Near Nirma University On SG Highway,Apartment,2,1064,34.58,L
Near Nirma University On SG Highway,Apartment,3,1729,56.19,L
Near Nirma University On SG Highway,Apartment,3,1332,43.29,L
Near Nirma University On SG Highway,Apartment,2,1270,41.27,L
Near Nirma University On SG Highway,Apartment,3,2211,71.85,L
Near Nirma University On SG Highway,Apartment,2,1100,35.75,L
Near Nirma University On SG Highway,Apartment,2,838,58.4,L
Near Nirma University On SG Highway,Apartment,2,602,42.31,L
Near Nirma University On SG Highway,Apartment,2,822,57.66,L
Near Nirma University On SG Highway,Apartment,1,679,47.14,L
Near Nirma University On SG Highway,Apartment,2,624,43.88,L
Near Nirma University On SG Highway,Apartment,3,1048,84.13,L
Near Nirma University On SG Highway,Apartment,2,616,43.27,L
Near Nirma University On SG Highway,Apartment,2,833,58.4,L
Near Nirma University On SG Highway,Apartment,2,615,43.23,L
Near Nirma University On SG Highway,Apartment,1,700,49,L
Gota,Apartment,3,1485,65,L
Shela,Apartment,1,646,18,L
Prahlad Nagar,Apartment,4,2750,2.1,Cr
Near Nirma University On SG Highway,Apartment,2,1064,47,L
Gota,Apartment,3,1557,74,L
Navrangpura,Apartment,4,3807,2.66,Cr
Bopal,Apartment,3,1700,48.45,L
Bopal,Apartment,4,4287,2.23,Cr
Bopal,Apartment,4,4287,2.87,Cr
Ghuma,Apartment,3,2070,62.1,L
Bopal,Apartment,2,1200,47,L
Ghuma,Villa,4,2700,1.2,Cr
Bopal,Apartment,4,4287,2.87,Cr
Ghuma,Apartment,3,2070,62.1,L
Bopal,Apartment,2,1200,47,L
Ghuma,Villa,4,2700,1.2,Cr
Shela,Villa,3,2200,1.2,Cr
Shela,Independent House,4,4051,2.5,Cr
Bopal,Villa,3,1801,92.98,L
Ghuma,Villa,3,1800,1,Cr
Gota,Apartment,3,1710,71,L
Shela,Apartment,3,1701,45.92,L
Gota,Apartment,2,1305,60,L
Shela,Apartment,3,1505,45.15,L
Bopal,Villa,3,1946,1.4,Cr
Makarba,Apartment,3,1900,92,L
Narolgam,Apartment,1,800,13,L
Gota,Apartment,2,1242,60,L
Gota,Apartment,2,1260,50,L
Jagatpur,Apartment,2,972,80,L
Jagatpur,Apartment,2,972,80,L
Naryanpura,Apartment,2,1125,61.5,L
Gota,Apartment,3,1845,80,L
Thaltej,Apartment,3,2442,1.58,Cr
Prahlad Nagar,Apartment,4,3200,2.4,Cr
Thaltej,Apartment,4,3050,1.96,Cr
Thaltej,Apartment,4,3480,2.26,Cr
Thaltej,Apartment,5,4765,3.09,Cr
Ambavadi,Apartment,3,2205,1.25,Cr
Ghatlodiya,Villa,4,2115,1.6,Cr
Vatva,Apartment,2,645,15.2,L
Kasindra,Independent House,2,810,19,L
Vatva,Apartment,2,666,9.8,L
Nava Vadaj,Apartment,2,1200,8.07,L
Nava Vadaj,Apartment,2,840,13,L
Nava Vadaj,Apartment,2,1200,11.54,L
Shela,Apartment,3,1475,45.72,L
Shela,Apartment,3,1475,43.51,L
Thaltej,Independent House,4,5823,11,Cr
Vastrapur,Apartment,4,3230,1.81,Cr
Shela,Independent House,4,3276,2.4,Cr
Vastrapur,Apartment,3,1782,78,L
Vastrapur,Apartment,3,1350,72,L
Bopal,Apartment,2,1175,36.5,L
Maninagar,Villa,5,5625,9.37,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,1,650,30,L
Vejalpur,Apartment,2,990,36.51,L
Near Nirma University On SG Highway,Apartment,2,1262,48,L
Chandkheda,Apartment,4,2211,1,Cr
Gota,Apartment,3,1700,75,L
Memnagar,Apartment,3,1530,75,L
Memnagar,Apartment,2,1404,72,L
Near Nirma University On SG Highway,Apartment,1,600,23,L
Ranip,Apartment,3,1287,50.5,L
Sanand,Apartment,2,1287,41,L
Ghatlodiya,Apartment,3,1566,87,L
Near Nirma University On SG Highway,Apartment,2,1100,41,L
Bopal,Apartment,2,1260,53,L
Shela,Apartment,3,1440,63,L
Ghatlodia,Apartment,2,945,51,L
Sola,Apartment,3,2205,1.1,Cr
Ghatlodiya,Independent House,4,1500,1.5,Cr
Bopal,Apartment,2,1152,52,L
Bopal,Apartment,4,2395,1.23,Cr
Gota,Apartment,3,1863,1.21,Cr
Bopal,Apartment,5,4000,1.6,Cr
Motera,Apartment,2,1269,51,L
Ambli,Independent House,5,9500,12,Cr
Jodhpur Village,Apartment,4,3105,3,Cr
Gota,Apartment,2,1790,62,L
Near Nirma University On SG Highway,Apartment,1,1168,47,L
Bopal,Apartment,3,2025,85,L
Gota,Apartment,3,1730,75,L
Shela,Apartment,3,1475,58,L
Shela,Apartment,3,1475,58,L
Near Nirma University On SG Highway,Apartment,1,600,23,L
Gota,Apartment,2,1176,46,L
Bopal,Apartment,2,1455,56,L
Shilaj,Apartment,3,1575,88,L
Bopal,Apartment,3,1860,1.1,Cr
Shela,Apartment,2,925,50,L
Ambli,Apartment,3,2817,2.49,Cr
Shela,Independent House,4,6885,5.75,Cr
Vastral,Villa,4,1350,1.05,Cr
Bopal,Apartment,2,1250,75,L
Bopal,Apartment,3,1530,75,L
Bopal,Independent House,4,2700,2.9,Cr
Gota,Apartment,2,1035,49.9,L
Shilaj,Apartment,2,1170,49.5,L
Ambli,Apartment,4,3991,3.39,Cr
Ambli,Apartment,4,3850,3.5,Cr
Ambli,Apartment,5,6000,5.25,Cr
Naryanpura,Apartment,2,1350,65.25,L
Bopal,Apartment,2,1170,58,L
Bopal,Apartment,2,1162,40,L
Ghuma,Apartment,4,2520,1.21,Cr
Ghuma,Apartment,2,1215,48,L
Makarba,Apartment,4,5750,5.46,Cr
Naryanpura,Apartment,3,1737,83.95,L
Vastral,Apartment,5,7000,5.77,Cr
Vastral,Apartment,4,5225,4.31,Cr
Bopal,Independent House,4,1620,1.75,Cr
Bopal,Apartment,3,1600,92,L
Bopal,Independent House,3,2100,1.1,Cr
Ambli,Apartment,3,2220,1.51,Cr
Bopal,Independent House,3,2250,2.1,Cr
Bopal,Apartment,2,1359,53,L
Ambli,Apartment,4,3800,3.5,Cr
Bopal,Apartment,2,1200,60,L
Ghuma,Independent House,3,1260,1,Cr
Bopal,Independent House,5,1500,2.1,Cr
Bopal,Independent House,5,3000,2.05,Cr
Gota,Independent House,4,4150,1.59,Cr
Gota,Apartment,3,2358,1.17,Cr
Gota,Apartment,3,2502,1.24,Cr
Gota,Apartment,3,1890,96.59,L
Shela,Apartment,3,1505,50.41,L
Shela,Apartment,3,1510,40.77,L
Vejalpur,Apartment,3,2075,1.2,Cr
Science City,Apartment,2,1080,50,L
Vastrapur,Apartment,4,2250,1.65,Cr
Shilaj,Apartment,2,1230,55,L
Shilaj,Apartment,3,1700,65,L
Jodhpur,Apartment,2,1000,55,L
Bopal,Apartment,3,1430,65,L
Vejalpur,Apartment,3,2075,1.2,Cr
Science City,Apartment,2,1080,50,L
Shilaj,Apartment,3,1530,69.99,L
Chanakyapuri,Apartment,3,1620,82,L
Bodakdev,Apartment,2,1250,60,L
Satellite,Apartment,2,2070,1.6,Cr
Ambli,Apartment,4,3700,3.03,Cr
Prahlad Nagar,Apartment,3,2050,1.5,Cr
Ellisbridge,Apartment,3,2250,1.35,Cr
Ambavadi,Apartment,3,2700,1.75,Cr
Vastral,Apartment,2,1143,27.26,L
Vastral,Apartment,1,783,19.9,L
Vastral,Apartment,1,720,18.5,L
Vastral,Apartment,1,702,18.1,L
Vejalpur,Apartment,1,660,28,L
Near Nirma University On SG Highway,Apartment,2,1332,49,L
Nirnay Nagar,Apartment,2,1845,75,L
Chandkheda,Apartment,2,1150,29,L
Bopal,Apartment,3,1548,80,L
Jodhpur Village,Apartment,3,1638,95,L
Maninagar,Apartment,3,1485,83,L
Bopal,Independent House,4,3141,3.5,Cr
Bopal,Independent House,3,1935,1.35,Cr
Bodakdev,Apartment,2,1200,75,L
Satellite,Apartment,2,1608,1.1,Cr
Prahlad Nagar,Apartment,3,2000,1.3,Cr
Ellisbridge,Apartment,4,3303,1.98,Cr
Nikol,Apartment,2,1017,30,L
Nikol,Apartment,1,837,24.1,L
Nikol,Apartment,1,801,23.16,L
Gota,Apartment,3,1692,87,L
Nikol,Apartment,2,1017,30,L
Nikol,Apartment,1,837,24.1,L
Nikol,Apartment,1,801,23.16,L
Nikol,Apartment,1,783,22.7,L
Nikol,Apartment,1,756,21.9,L
Nikol,Apartment,1,702,20.58,L
Jodhpur,Apartment,3,1710,1.35,Cr
Bopal,Apartment,2,1323,55,L
Odhav,Apartment,3,1350,30.25,L
Odhav,Apartment,3,1350,31,L
Odhav,Apartment,3,1350,31.75,L
Odhav,Apartment,3,1350,32.51,L
Odhav,Apartment,2,1026,24.11,L
Odhav,Apartment,2,1026,24.65,L
Odhav,Apartment,2,1026,25.21,L
Vastrapur,Apartment,2,1250,85,L
Jodhpur,Apartment,2,1300,54,L
Bopal,Apartment,2,1000,43,L
Memnagar,Apartment,3,2394,1.65,Cr
Vastral,Apartment,3,1125,28.82,L
Vastral,Apartment,3,2025,53.5,L
Gota,Apartment,3,1730,80,L
Vastral,Apartment,2,1260,38,L
Vastral,Apartment,2,945,25.25,L
Chandkheda,Apartment,1,650,22,L
Chandkheda,Apartment,1,585,25,L
Vastral,Apartment,2,1350,39,L
Vastral,Apartment,2,1215,33,L
Vastral,Apartment,2,1350,35,L
Vastral,Apartment,2,1170,31,L
Vastral,Apartment,2,1305,36,L
Memnagar,Apartment,3,1250,72,L
Vasna,Apartment,2,1215,43,L
Vastrapur,Apartment,4,2165,2.7,Cr
Vastrapur,Apartment,4,3013,1.92,Cr
Vastrapur,Apartment,4,3014,1.98,Cr
Prahlad Nagar,Apartment,3,1080,1.35,Cr
Bodakdev,Apartment,4,3000,2.7,Cr
Vasna,Apartment,2,1215,43,L
Vastrapur,Apartment,4,2165,2.7,Cr
Vastrapur,Apartment,4,3013,1.92,Cr
Vastrapur,Apartment,4,3014,1.98,Cr
Prahlad Nagar,Apartment,3,1080,1.35,Cr
Bodakdev,Apartment,4,3000,2.7,Cr
Satellite,Apartment,3,2088,1.65,Cr
Bodakdev,Apartment,3,2250,1.65,Cr
Makarba,Apartment,3,1350,61,L
Bodakdev,Apartment,4,3934,2.28,Cr
Gota,Apartment,2,1210,55,L
Science City,Apartment,2,1089,65,L
Near Nirma University On SG Highway,Apartment,2,1221,46,L
Gota,Apartment,3,1980,75,L
Vejalpur,Apartment,2,855,28,L
Sola,Apartment,2,1476,1.15,Cr
Science City,Apartment,3,2295,1.5,Cr
Science City,Apartment,3,2340,95,L
Near Nirma University On SG Highway,Apartment,3,1530,70,L
Odhav,Apartment,1,765,18.4,L
Odhav,Apartment,1,765,18.8,L
Odhav,Apartment,1,765,19.21,L
Odhav,Apartment,1,720,17,L
Odhav,Apartment,1,720,17.8,L
Odhav,Apartment,1,720,18.21,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1197,42.51,L
Bopal,Villa,3,1850,1.45,Cr
Bopal,Apartment,2,1150,45,L
Bodakdev,Villa,3,1890,1.3,Cr
Bodakdev,Villa,5,4600,6,Cr
Bodakdev,Villa,4,3800,6,Cr
Vastrapur,Villa,4,3800,4.41,Cr
Sardar Colony,Apartment,2,900,42,L
Satellite,Villa,4,2700,2.45,Cr
Satellite,Independent House,3,1305,2.25,Cr
Shela,Apartment,3,1500,45,L
Ambavadi,Apartment,2,1250,75,L
Satellite,Apartment,3,1700,75,L
Bopal,Villa,3,2150,1.45,Cr
Naranpuraa,Apartment,3,1692,1.2,Cr
Gota,Apartment,2,1170,45,L
Gota,Apartment,2,1170,52,L
Odhav,Apartment,1,765,18,L
Odhav,Apartment,1,720,17.4,L
Shela,Apartment,1,721,30,L
Mahadev Nagar,Apartment,2,1215,40,L
Makarba,Apartment,3,1557,90,L
Bopal,Independent House,4,2340,1.25,Cr
Sola Village,Apartment,3,1800,1,Cr
Bopal,Apartment,5,5600,2.65,Cr
