area,type,BHK,sqft,price,unit
Shela,Apartment,2,1228,36.84,L
Bopal,Apartment,2,1315,41.99,L
Bopal,Apartment,3,1555,45.92,L
Shela,Apartment,1,1100,21.99,L
Bopal,Apartment,3,2400,1.32,Cr
Ambli,Apartment,5,6000,4.68,Cr
Gota,Apartment,3,1300,43.99,L
Gota,Apartment,3,2070,79,L
Chandkheda,Apartment,3,1825,57.99,L
Gota,Apartment,3,1836,65.28,L
Bopal,Apartment,2,1315,41.99,L
Bopal,Apartment,3,1555,45.92,L
Shela,Apartment,1,1100,21.99,L
Shilaj,Apartment,3,1577,66,L
Jodhpur,Apartment,4,1993,2.13,Cr
Ghatlodiya,Apartment,4,3852,1.89,Cr
Jodhpur Village,Apartment,5,4410,2.99,Cr
Jodhpur Village,Apartment,3,2025,1.36,Cr
Khodiyar,Apartment,2,1269,39.48,L
Bopal,Apartment,3,1550,61.31,L
Shilaj,Apartment,3,1575,68,L
Jodhpur,Apartment,3,2295,1.42,Cr
Khodiyar,Apartment,3,2340,79.99,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1710,54.99,L
Zundal,Apartment,3,1575,47.99,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1355,64.49,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1355,58.99,L
Jodhpur Village,Apartment,3,1900,88,L
Shilaj,Apartment,3,1872,79.49,L
Near Nirma University On SG Highway,Apartment,2,1350,48.99,L
Motera,Apartment,2,1323,58.99,L
Gota,Apartment,3,2000,1.19,Cr
Near Nirma University On SG Highway,Apartment,2,1125,45,L
Chandkheda,Apartment,3,2800,1.51,Cr
Vastrapur,Apartment,3,1815,1.08,Cr
Vastrapur,Apartment,3,1615,96.33,L
Vastrapur,Apartment,3,1885,1.12,Cr
Vastrapur,Apartment,3,1585,94.54,L
Vastrapur,Apartment,3,2020,1.2,Cr
Vastrapur,Apartment,4,2415,1.44,Cr
Vastrapur,Apartment,3,1885,1.12,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,5,4531,3.5,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2405,1.91,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1491,1.19,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1534,1.23,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,5,4389,2.87,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,5,4465,3.02,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2175,1.5,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2504,1.74,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2363,1.75,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2158,1.45,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2420,1.68,Cr
Ranip,Apartment,1,640,21.22,L
Ranip,Apartment,1,649,21.51,L
Ranip,Apartment,2,974,32.28,L
Ranip,Apartment,2,1131,37.23,L
Khodiyar,Apartment,2,1224,45,L
Khodiyar,Apartment,2,1200,43.74,L
Khodiyar,Apartment,3,1500,51,L
Near Nirma University On SG Highway,Apartment,2,1200,41.99,L
Chandkheda,Apartment,3,1979,83.71,L
Chandkheda,Apartment,3,1935,59,L
Chandkheda,Apartment,3,1629,63.99,L
Chandkheda,Apartment,3,2395,89,L
Chandkheda,Apartment,3,2395,89,L
Koteshwar,Independent House,4,2700,1.99,Cr
Koteshwar,Independent House,4,2750,1.89,Cr
Thaltej,Apartment,5,5195,3.55,Cr
Thaltej,Apartment,4,2975,2.19,Cr
Thaltej,Apartment,3,2442,1.83,Cr
Gota,Apartment,4,3321,1.19,Cr
Chandkheda,Apartment,2,1250,49.99,L
Bodakdev,Apartment,4,4830,4.49,Cr
Vastrapur,Apartment,3,2430,1.24,Cr
Vastrapur,Apartment,4,3230,1.8,Cr
Adraj,Apartment,2,1150,52,L
Chandkheda,Apartment,2,1250,54.49,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1850,87.99,L
Motera,Apartment,4,3500,1.19,Cr
Bodakdev,Apartment,4,3375,1.69,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1450,54,L
Chandkheda,Apartment,3,1827,66.99,L
Ambli,Apartment,4,3991,2.79,Cr
Ognaj,Independent House,4,2800,3.99,Cr
Shela,Apartment,3,1960,86,L
Bopal,Apartment,3,1750,70,L
Shela,Apartment,5,4508,2.07,Cr
Makarba,Apartment,4,2600,1.35,Cr
Gota,Apartment,2,913,43,L
Gota,Apartment,2,913,51,L
Gota,Apartment,3,1197,67,L
Near Nirma University On SG Highway,Apartment,1,650,25,L
Near Nirma University On SG Highway,Apartment,3,2280,90,L
Near Nirma University On SG Highway,Apartment,3,1850,73,L
Near Nirma University On SG Highway,Apartment,3,1350,58,L
Near Nirma University On SG Highway,Apartment,3,1350,62,L
Near Nirma University On SG Highway,Apartment,4,3220,1.35,Cr
Near Nirma University On SG Highway,Apartment,3,2433,1.1,Cr
Near Nirma University On SG Highway,Apartment,3,1815,75,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,2280,92,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1815,72,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1850,77,L
Near Nirma University On SG Highway,Apartment,3,2280,94,L
Near Nirma University On SG Highway,Apartment,3,1850,76,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3780,1.85,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3650,1.8,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3640,1.72,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3550,1.7,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3250,1.52,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3220,1.5,Cr
Shela,Apartment,3,2013,70.45,L
Shela,Apartment,3,2013,74.48,L
Bopal,Apartment,4,3538,1.62,Cr
Bopal,Apartment,4,3538,1.59,Cr
Shela,Apartment,4,3538,1.66,Cr
Shela,Apartment,3,1900,85,L
Shela,Apartment,3,2013,74.48,L
Shela,Apartment,3,2013,74.48,L
Shela,Apartment,3,2013,70.45,L
Shela,Apartment,5,4026,1.4,Cr
Bopal,Apartment,5,4508,2.16,Cr
Bopal,Apartment,5,4508,1.93,Cr
Chandlodiya,Apartment,1,396,23.73,L
Chandlodiya,Apartment,2,500,29.5,L
Chandlodiya,Apartment,1,388,23.25,L
Chandlodiya,Apartment,2,503,29.71,L
kolat,Villa,1,1350,1.07,Cr
Chandkheda,Independent House,4,2250,1.85,Cr
Shela,Apartment,4,2460,1.22,Cr
Shela,Apartment,4,2460,1.25,Cr
Shela,Apartment,3,1960,90,L
Bopal,Apartment,2,1185,36.73,L
Bopal,Apartment,2,1185,37.92,L
Bopal,Apartment,2,1185,36.73,L
Bopal,Apartment,3,1435,45.92,L
Bopal,Apartment,3,1435,44.48,L
Vastrapur,Apartment,3,1665,1.05,Cr
Shela,Apartment,3,1475,45.72,L
Shela,Apartment,3,1475,42.77,L
Shela,Apartment,2,1228,35.61,L
Shela,Apartment,3,1510,43.79,L
Shilaj,Apartment,5,3675,2.2,Cr
Shilaj,Apartment,4,2810,1.54,Cr
Vastrapur,Apartment,3,2230,1.2,Cr
Prahlad Nagar,Apartment,4,2750,1.85,Cr
Prahlad Nagar,Apartment,4,2750,1.95,Cr
Shela,Apartment,3,1510,42.28,L
Vastrapur,Apartment,4,3230,1.82,Cr
Vastrapur,Apartment,3,2230,1.24,Cr
Ambli,Apartment,4,3938,2.55,Cr
Shela,Apartment,5,4254,1.53,Cr
Shela,Apartment,3,2013,71.46,L
Shela,Apartment,3,2013,68.44,L
Shela,Apartment,3,2013,60.4,L
Vastrapur,Apartment,4,3230,1.74,Cr
Shela,Apartment,4,3538,1.69,Cr
Ambli,Apartment,4,2800,1.54,Cr
Shela,Apartment,3,2634,1.1,Cr
Shela,Apartment,3,2634,1,Cr
Shela,Villa,4,4005,4.1,Cr
Shela,Villa,4,2340,2.7,Cr
Shela,Villa,4,2340,2.4,Cr
Shela,Apartment,4,3538,1.52,Cr
Shela,Apartment,5,4508,1.89,Cr
Shela,Apartment,4,3538,1.5,Cr
Shela,Apartment,4,3538,1.55,Cr
Shela,Apartment,4,3538,1.48,Cr
Paldi,Apartment,4,2430,1.53,Cr
Chekhla,Villa,1,1800,3.51,Cr
Sanand,Villa,1,1800,3.25,Cr
Jodhpur Village,Apartment,4,2448,1.66,Cr
Vastrapur,Apartment,3,2225,1.2,Cr
Vastrapur,Apartment,4,3230,1.77,Cr
Shela,Apartment,4,3538,1.59,Cr
Shela,Apartment,5,4508,2.02,Cr
Shela,Apartment,3,2634,1.18,Cr
Shela,Villa,4,4095,4.1,Cr
Vastrapur,Apartment,3,1665,1.05,Cr
Shela,Apartment,4,2623,91.8,L
Shela,Apartment,3,2585,90.47,L
Shahibuag,Independent House,4,2500,2.75,Cr
Shahibuag,Apartment,3,1600,1.1,Cr
Naroda,Studio Apartment,1,600,4.5,L
Usman Pura,Apartment,3,2349,1.27,Cr
Memnagar,Apartment,2,1404,70.2,L
Memnagar,Apartment,3,1800,90,L
Thaltej,Apartment,3,1854,1.62,Cr
Thaltej,Villa,5,6200,12,Cr
Bodakdev,Apartment,2,1200,70,L
Sola,Apartment,3,2259,1.4,Cr
Sola,Apartment,3,2178,1.5,Cr
Bopal,Apartment,4,4122,2.89,Cr
Gota,Apartment,3,1890,97,L
Gota,Apartment,3,2358,1.19,Cr
Gota,Apartment,2,1359,63.42,L
Thaltej,Villa,4,4050,4.5,Cr
Science City,Apartment,3,1980,1.1,Cr
Ambavadi,Apartment,4,3265,2.22,Cr
Ambavadi,Apartment,4,3150,2.14,Cr
Near Nirma University On SG Highway,Apartment,2,1290,44.89,L
Gota,Apartment,3,2079,76.23,L
Navrangpura,Apartment,4,3150,2.03,Cr
Navrangpura,Apartment,3,2268,1.38,Cr
Thaltej,Apartment,4,2930,2.19,Cr
Gulbai Tekra,Apartment,3,2685,1.69,Cr
Gulbai Tekra,Apartment,3,2585,1.62,Cr
Naranpuraa,Apartment,3,1701,73.71,L
Gota,Apartment,4,2709,1.08,Cr
Gota,Apartment,4,2835,1.15,Cr
Sanand,Villa,2,1560,6.25,Cr
Gota,Apartment,4,2709,1.11,Cr
Gota,Apartment,3,1971,78.84,L
Gota,Apartment,2,1188,39.6,L
Gota,Apartment,4,3249,1.29,Cr
Gota,Apartment,3,2475,99,L
Khodiyar,Apartment,3,1755,56.55,L
Bopal,Apartment,2,1175,38.18,L
Bopal,Apartment,3,1390,62.5,L
Gota,Apartment,4,3616,1.36,Cr
Gota,Apartment,3,2167,81.91,L
Gota,Apartment,3,1929,72.91,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,704,53.8,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1189,83.82,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,924,67.9,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1458,1.05,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1166,82.32,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,902,66.28,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,885,71.1,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1139,81.08,L
Gota,Apartment,3,2142,87,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1850,95,L
Khodiyar,Apartment,3,1755,63,L
Bopal,Apartment,3,2700,1.25,Cr
Paldi,Apartment,4,2191,2.61,Cr
Near Nirma University On SG Highway,Apartment,2,527,36.99,L
Shilaj,Apartment,3,1651,65,L
Shilaj,Apartment,3,1651,65,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1560,70,L
Shela,Apartment,3,1510,48.59,L
Gota,Apartment,4,3611,1.24,Cr
Near Nirma University On SG Highway,Apartment,3,1290,44.5,L
Shela,Apartment,3,2100,87,L
Shela,Apartment,4,3151,1.17,Cr
Shela,Apartment,3,1510,48.59,L
Near Nirma University On SG Highway,Apartment,3,1850,85,L
Gota,Apartment,2,1350,58,L
Gota,Apartment,3,1503,60,L
Near Nirma University On SG Highway,Apartment,3,2165,1,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1683,54.19,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1550,55,L
Vastrapur,Apartment,2,1251,85,L
Chandkheda,Apartment,2,1152,50,L
Near Vaishno Devi Circle On SG Highway,Villa,4,5400,4.2,Cr
Shantipura,Apartment,1,646,17,L
Sanathal,Apartment,3,2280,1.05,Cr
Shela,Apartment,3,1505,57.5,L
Shela,Apartment,3,1505,57.5,L
Shela,Apartment,3,763,56.5,L
Shela,Apartment,3,763,56.5,L
Shela,Apartment,3,696,51.7,L
Shela,Apartment,3,696,51.7,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3250,2.03,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3220,2.01,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3250,2.03,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3220,2.01,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3780,2.26,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3650,2.19,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3640,2.35,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3550,2.23,Cr
Sanathal,Apartment,3,1775,81.08,L
Vejalpur,Apartment,2,1049,33.72,L
Vejalpur,Apartment,2,1049,35.56,L
Naranpuraa,Apartment,2,1062,62,L
Navrangpura,Apartment,3,1575,1.1,Cr
Chandkheda,Apartment,2,1035,41,L
Chandkheda,Apartment,2,1000,36.5,L
Bopal,Apartment,2,1118,55,L
Ambli,Independent House,3,3600,2.5,Cr
Vasna,Independent House,4,1351,1.25,Cr
Thaltej,Apartment,2,954,55,L
Bodakdev,Apartment,3,1728,85,L
Gota,Apartment,3,1728,1,Cr
Thaltej,Independent House,4,3121,2.7,Cr
Thaltej,Villa,3,2169,2.5,Cr
Thaltej,Independent House,3,2550,3.5,Cr
Paldi,Apartment,4,2286,1.3,Cr
Naryanpura,Apartment,3,2052,1.06,Cr
Navrangpura,Apartment,3,1305,82,L
Navrangpura,Apartment,3,2000,1.4,Cr
Shela,Apartment,2,1150,35,L
Nirnay Nagar,Apartment,3,1642,62,L
Navrangpura,Apartment,3,1485,1.15,Cr
Naranpuraa,Apartment,3,2700,1.2,Cr
Satellite,Apartment,2,1100,56,L
Navrangpura,Apartment,4,1980,95,L
Chandkheda,Apartment,3,1500,55,L
Chandkheda,Apartment,3,1600,55,L
Motera,Apartment,3,1730,65,L
Chandkheda,Apartment,2,1200,35,L
Chandkheda,Apartment,2,1020,40,L
Shela,Apartment,3,1440,62,L
Makarba,Apartment,2,1305,65,L
Khodiyar,Apartment,2,1133,50,L
Sola,Apartment,3,1944,1.25,Cr
Bopal,Apartment,3,1430,62.84,L
Bopal,Apartment,2,1125,36,L
Bopal,Apartment,2,1125,43.49,L
Bopal,Apartment,3,1440,46.08,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3650,1.8,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3550,2.1,Cr
Shela,Apartment,3,1455,39.28,L
Shela,Apartment,2,1125,30.37,L
Near Nirma University On SG Highway,Apartment,3,1450,75,L
Bopal,Apartment,3,1440,55.4,L
Bodakdev,Villa,4,2340,2.2,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,5,6120,3.1,Cr
Shela,Apartment,3,1475,43.51,L
Bopal,Apartment,3,1725,61.41,L
Ghuma,Apartment,2,1105,52,L
Vasna,Apartment,3,1850,1.1,Cr
Chandkheda,Apartment,2,1365,45,L
Adraj,Apartment,2,1200,47,L
Chandkheda,Apartment,1,875,26,L
Motera,Villa,4,2010,2.1,Cr
Chandkheda,Independent House,2,1250,75,L
Zundal,Independent House,3,1000,60,L
Chandkheda,Apartment,3,1890,80,L
Chandkheda,Apartment,2,1500,55,L
Chandkheda,Apartment,3,1700,76.5,L
Chandkheda,Apartment,2,1100,33.5,L
Chandkheda,Apartment,3,2040,75,L
Chandkheda,Apartment,2,1090,30,L
Chandkheda,Apartment,2,1100,34.9,L
Chandkheda,Apartment,2,1250,32,L
Bopal,Apartment,4,4287,2.87,Cr
Ambli,Apartment,3,2260,1.85,Cr
Thaltej,Apartment,3,1620,64.8,L
Gota,Apartment,3,1620,73,L
Gota,Apartment,2,1395,60,L
Shela,Apartment,3,1250,60,L
Prahlad Nagar,Apartment,3,1710,1.25,Cr
Khodiyar,Apartment,3,1815,91,L
Khodiyar,Apartment,3,1467,50,L
Sola Village,Independent House,4,2727,4.25,Cr
Shela,Apartment,3,1509,43,L
Shela,Apartment,3,1510,43.03,L
Bopal,Apartment,2,1185,40,L
Ambavadi,Apartment,3,1313,1.42,Cr
Bopal,Apartment,2,1050,38.21,L
Shela,Apartment,3,1520,44.95,L
Bopal,Apartment,3,1450,42.05,L
Bopal,Apartment,3,1250,46.5,L
Bopal,Apartment,3,1435,43,L
Bopal,Villa,4,1296,99.5,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1060,37.88,L
Bopal,Apartment,2,1125,36,L
Shela,Apartment,3,1510,43.68,L
Shela,Apartment,3,1505,44.39,L
Shela,Apartment,3,1500,43.7,L
Shela,Apartment,3,1500,49,L
Gota,Apartment,2,1210,49,L
Makarba,Apartment,3,1550,60,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1360,48.17,L
Makarba,Apartment,3,1600,81,L
Jodhpur,Apartment,3,1400,80,L
Sarkhej Okaf,Apartment,3,1550,41,L
Shela,Apartment,3,1250,47,L
Bopal,Apartment,3,1440,45,L
Near Nirma University On SG Highway,Apartment,1,600,23.25,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1145,45.75,L
Gota,Apartment,4,3483,1.82,Cr
Chanakyapuri,Apartment,3,1845,78.1,L
Bopal,Apartment,2,1175,34.75,L
Khodiyar,Apartment,3,1567,54.75,L
Makarba,Apartment,2,1064,44,L
Santej,Villa,3,3600,2.9,Cr
Shela,Apartment,3,1505,43.68,L
Bopal,Apartment,4,3075,1.29,Cr
Bopal,Apartment,4,3075,1.3,Cr
Vastrapur,Apartment,3,2320,1.27,Cr
Thaltej,Apartment,3,1745,95,L
Naryanpura,Apartment,3,1674,78.12,L
Bodakdev,Apartment,4,3967,3.17,Cr
Vastrapur,Apartment,4,3230,1.77,Cr
Thaltej,Apartment,4,2810,1.63,Cr
Near Nirma University On SG Highway,Apartment,2,1000,42,L
Near Nirma University On SG Highway,Apartment,3,1500,67,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,2510,1.26,Cr
Near Nirma University On SG Highway,Apartment,3,1500,51,L
Naryanpura,Apartment,3,1674,81.84,L
Bodakdev,Apartment,4,3272,2.03,Cr
Near Nirma University On SG Highway,Apartment,3,1836,67,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1080,44,L
Near Nirma University On SG Highway,Apartment,2,818,32,L
Sarkhej Okaf,Apartment,3,1550,41,L
Bopal,Apartment,1,720,25,L
Sanathal,Villa,4,3042,1.85,Cr
Naranpuraa,Independent Floor,2,1453,60,L
Jodhpur,Independent House,4,4574,4.9,Cr
Navrangpura,Apartment,2,1517,65,L
Naryanpura,Apartment,3,1674,78.12,L
Bodakdev,Apartment,4,3967,3.17,Cr
Vastrapur,Apartment,4,3230,1.77,Cr
Thaltej,Apartment,4,2810,1.63,Cr
Near Nirma University On SG Highway,Apartment,2,1000,42,L
Near Nirma University On SG Highway,Apartment,3,1500,67,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,2510,1.26,Cr
Near Nirma University On SG Highway,Apartment,3,1500,51,L
Naryanpura,Apartment,3,1674,81.84,L
Bodakdev,Apartment,4,3272,2.03,Cr
Near Nirma University On SG Highway,Apartment,3,1836,67,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1080,44,L
Near Nirma University On SG Highway,Apartment,2,818,32,L
Gota,Apartment,2,1395,60,L
Shela,Apartment,3,1250,60,L
Khodiyar,Apartment,3,1467,50,L
Ambavadi,Apartment,3,1313,1.42,Cr
Bopal,Apartment,2,1050,38.21,L
Shela,Apartment,3,1520,44.95,L
Bopal,Apartment,3,1450,42.05,L
Bopal,Apartment,2,1245,33.61,L
Bopal,Apartment,3,1692,45.68,L
Shantipura,Apartment,3,1550,41,L
Sanathal,Apartment,3,1407,35.16,L
Bopal,Apartment,3,1725,61.41,L
Ghuma,Apartment,2,1105,52,L
Vasna,Apartment,3,1850,1.1,Cr
Vastrapur,Apartment,3,1845,1,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3650,1.8,Cr
Ghatlodiya,Independent House,3,3000,1.6,Cr
Bopal,Apartment,4,4122,2.8,Cr
Bodakdev,Apartment,5,2500,2.5,Cr
Shela,Apartment,3,1510,46.05,L
Shela,Apartment,2,1085,32.55,L
Sanathal,Apartment,2,1047,26.16,L
Ambli,Apartment,4,2560,1.67,Cr
Bopal,Apartment,3,1430,45.76,L
Nirnay Nagar,Apartment,2,650,85,L
Shela,Apartment,3,1440,62,L
Makarba,Apartment,2,1305,65,L
Jodhpur Village,Apartment,2,1017,30,L
Bopal,Apartment,1,720,25,L
Sanathal,Villa,4,3042,1.85,Cr
Naranpuraa,Independent Floor,2,1453,60,L
Jodhpur Village,Apartment,3,1665,90,L
Jodhpur Village,Apartment,2,2151,1.4,Cr
Bodakdev,Apartment,2,1161,60,L
Maninagar,Apartment,3,1452,98,L
Near Nirma University On SG Highway,Apartment,3,1810,74,L
Sola,Apartment,3,2367,1.65,Cr
Bopal,Apartment,2,1125,43.49,L
Shela,Apartment,3,1435,52.5,L
Paldi,Apartment,3,1827,1.25,Cr
Gota,Apartment,3,1980,99,L
Navrangpura,Apartment,2,1517,65,L
Nikol,Apartment,2,1116,31.5,L
Satellite,Independent House,4,3702,3,Cr
Jodhpur,Independent House,4,4574,4.9,Cr
Bopal,Independent House,3,2250,3,Cr
Shela,Apartment,2,1500,75,L
Science City,Apartment,3,1872,1,Cr
Ambli,Apartment,4,3650,5,Cr
Ambapur,Independent House,4,7000,10,Cr
Naranpuraa,Independent Floor,2,1242,60,L
Bopal,Apartment,2,1250,52.02,L
Naranpuraa,Independent Floor,2,1250,55,L
Ambavadi,Apartment,3,2700,1.75,Cr
Shela,Apartment,4,2585,1.09,Cr
Shela,Apartment,4,2585,82.72,L
Bopal,Apartment,2,1050,39.11,L
Bopal,Apartment,3,1250,49.85,L
Shela,Apartment,3,2013,64.41,L
Shela,Apartment,3,1475,60.21,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1395,82,L
Shela,Apartment,3,1435,60.93,L
Near Vaishno Devi Circle On SG Highway,Villa,4,5425,6.05,Cr
Shela,Apartment,3,1435,52.5,L
Near Vaishno Devi Circle On SG Highway,Villa,4,5425,4.5,Cr
Shela,Apartment,3,1478,43.6,L
Shela,Apartment,3,1481,43.68,L
Near Vaishno Devi Circle On SG Highway,Villa,4,5425,4.5,Cr
Shela,Apartment,3,1478,43.6,L
Shela,Apartment,3,1481,43.68,L
Bopal,Apartment,2,1175,45.57,L
Bopal,Apartment,3,1480,66.4,L
Bopal,Apartment,3,1725,75.98,L
Bopal,Apartment,3,1725,75.98,L
Bopal,Apartment,3,1985,70.64,L
Bopal,Apartment,3,1985,87.4,L
Paldi,Independent House,4,3600,1.8,Cr
Naranpuraa,Independent Floor,2,1242,60,L
Shilaj,Apartment,3,2548,1.57,Cr
Near Nirma University On SG Highway,Apartment,3,1729,63.5,L
Bopal,Apartment,2,1089,45.5,L
Prahlad Nagar,Apartment,3,2050,1.3,Cr
Bopal,Independent House,4,2700,2.6,Cr
Gota,Apartment,2,1224,37.5,L
Gota,Apartment,2,1224,37.5,L
Gota,Apartment,2,1134,34.5,L
Gota,Apartment,2,1134,34.5,L
Shilaj,Independent House,4,3960,4.5,Cr
Kotarpur,Independent House,3,2020,60,L
Maninagar,Apartment,3,1800,1.1,Cr
Shilaj,Independent House,4,2745,2.85,Cr
Bopal,Independent House,4,2250,2.35,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,2,1125,47,L
Vejalpur,Apartment,1,710,27,L
Ambli,Apartment,4,3475,2.13,Cr
Shela,Apartment,4,2500,1.3,Cr
Bopal,Apartment,2,1215,63,L
Shela,Independent House,4,5508,4,Cr
Thaltej,Independent Floor,3,1722,1,Cr
Jagatpur,Apartment,2,1362,53,L
Chharodi Ahmedabad West,Independent Floor,3,2378,72,L
Sola Village,Independent Floor,3,1530,1.05,Cr
Ambavadi,Apartment,1,459,25,L
Bopal,Independent House,4,3393,3.8,Cr
Vejalpur,Apartment,1,660,26,L
Vejalpur,Apartment,2,1305,44,L
Ambli,Independent House,5,7722,4,Cr
Ambli,Independent House,5,7722,4,Cr
Bopal,Independent House,4,1980,2.2,Cr
Chharodi Ahmedabad West,Independent Floor,3,2378,72,L
Jodhpur Village,Apartment,4,3382,2.53,Cr
Jodhpur Village,Apartment,3,2099,1.57,Cr
Jodhpur,Apartment,3,1980,1.25,Cr
Bopal,Apartment,2,1120,60,L
Gota,Apartment,3,1575,60,L
Gota,Apartment,3,1540,57,L
Gota,Apartment,3,1450,58,L
Near Nirma University On SG Highway,Apartment,2,1224,49,L
Gota,Apartment,3,1710,58,L
Kankaria,Independent Floor,1,750,35,L
Gota,Apartment,3,1845,71.17,L
Gota,Apartment,2,1215,55,L
Bopal,Apartment,3,1885,1.05,Cr
Sola Village,Apartment,3,1755,1.15,Cr
Jodhpur Village,Apartment,3,2040,1,Cr
Gota,Apartment,3,1710,95,L
Makarba,Apartment,2,970,52,L
Shela,Apartment,4,2461,1.32,Cr
Gota,Apartment,3,1800,87,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3650,1.6,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,5,6120,3.6,Cr
Bopal,Apartment,2,1120,60,L
Gota,Apartment,3,1575,60,L
Gota,Apartment,3,1540,57,L
Gota,Apartment,3,1450,58,L
Near Nirma University On SG Highway,Apartment,2,1224,49,L
Gota,Apartment,3,1710,58,L
Kankaria,Independent Floor,1,750,35,L
Sola Village,Apartment,3,1755,1.15,Cr
Jodhpur Village,Apartment,3,2040,1,Cr
Gota,Apartment,3,1710,95,L
Makarba,Apartment,2,970,52,L
Ambli,Apartment,4,5345,4.17,Cr
Gota,Apartment,3,1845,71.17,L
Gota,Apartment,2,1215,55,L
Bopal,Apartment,3,1885,1.05,Cr
Naranpuraa,Apartment,2,1506,62,L
Shela,Apartment,3,1435,71,L
Satellite,Apartment,3,1215,76,L
Shilaj,Apartment,3,1750,59.5,L
Vastrapur,Apartment,4,3230,2.21,Cr
Shela,Apartment,3,2013,85.33,L
Near Nirma University On SG Highway,Apartment,3,1729,63.5,L
Near Nirma University On SG Highway,Apartment,2,721,49,L
Near Nirma University On SG Highway,Apartment,2,721,49.1,L
Near Nirma University On SG Highway,Apartment,2,698,47.5,L
Shela,Apartment,3,1481,60.45,L
Bopal,Apartment,2,1250,48.51,L
Bopal,Apartment,3,1480,62,L
Bopal,Apartment,2,1050,41.91,L
Bopal,Apartment,3,2245,1.2,Cr
Vastrapur,Apartment,3,1565,1,Cr
Gota,Apartment,3,1728,1,Cr
Bodakdev,Apartment,5,6728,7.06,Cr
Ghuma,Independent House,4,4320,2.1,Cr
Bopal,Independent House,5,4365,4,Cr
Near Nirma University On SG Highway,Apartment,4,2211,1.5,Cr
Near Nirma University On SG Highway,Apartment,2,967,41,L
Bopal,Apartment,2,900,31.5,L
Bopal,Apartment,2,1180,55,L
Sanand,Villa,2,1166,30.55,L
Sanand,Villa,3,1551,33.4,L
Bodakdev,Apartment,5,6728,7.06,Cr
