area,type,BHK,sqft,price,unit
Shela,Apartment,3,1436,45.95,L
Bopal,Apartment,3,1435,47.35,L
Bopal,Villa,4,2610,2.35,Cr
Makarba,Apartment,3,1915,74,L
Makarba,Apartment,3,1904,73,L
Motera,Independent House,3,2700,1.55,Cr
Gota,Apartment,2,1200,43,L
Motera,Independent House,4,2340,1.6,Cr
Chandkheda,Independent House,3,3285,1.7,Cr
Gota,Apartment,3,1692,72,L
Gota,Apartment,4,2358,1.2,Cr
Ashram Road,Apartment,3,1728,1.25,Cr
Bopal,Villa,5,4050,3.12,Cr
Jodhpur Village,Apartment,3,2000,1.4,Cr
South Bopal,Villa,5,3438,3.73,Cr
Mithakhali,Apartment,2,1215,67.5,L
Gota,Apartment,2,790,49,L
Ambli,Apartment,4,5345,3.84,Cr
Sanand,Apartment,2,744,22,L
Jodhpur Village,Apartment,3,1737,1.25,Cr
Shela,Villa,4,3060,1.65,Cr
Satellite,Apartment,3,1530,1.3,Cr
Chanakyapuri,Apartment,4,3060,3,Cr
Chanakyapuri,Apartment,2,1350,48,L
Navrangpura,Villa,4,5724,5,Cr
Ambavadi,Villa,6,2988,2.9,Cr
Bopal,Villa,3,1800,1.5,Cr
Navrangpura,Villa,4,6300,4.5,Cr
Navrangpura,Villa,4,6300,4.5,Cr
Ambavadi,Villa,4,2790,3.5,Cr
Naranpuraa,Villa,6,2790,3,Cr
Bodakdev,Villa,4,2250,2.8,Cr
Naranpuraa,Villa,6,2790,3,Cr
Bopal,Villa,3,1800,1.5,Cr
Shilaj,Villa,4,3744,4.5,Cr
Satellite,Independent House,3,1800,2.25,Cr
Makarba,Apartment,3,1705,85,L
Prahlad Nagar,Apartment,4,2675,1.91,Cr
Maninagar,Apartment,2,1098,55,L
Nikol,Apartment,3,2340,61,L
Bopal,Apartment,2,1050,37.5,L
Shela,Apartment,2,1100,45,L
Shela,Apartment,2,1050,26.2,L
Bopal,Apartment,2,1196,34.68,L
Thaltej,Apartment,4,2412,1.94,Cr
Sughad,Apartment,1,747,24,L
Shela,Apartment,3,1435,52,L
Chandkheda,Apartment,3,2385,1.35,Cr
Chandkheda,Apartment,2,900,30,L
Chandkheda,Apartment,2,1269,42,L
Chandkheda,Apartment,2,1215,35,L
Chandkheda,Apartment,3,1710,63,L
Motera,Independent House,3,1080,1,Cr
Chandkheda,Apartment,2,1017,36,L
Chandkheda,Apartment,3,2115,80,L
Chandkheda,Apartment,3,3900,1.2,Cr
Chandkheda,Apartment,4,2025,1.25,Cr
Motera,Apartment,2,1332,47,L
Koteshwar,Apartment,3,1935,65,L
Chandkheda,Apartment,2,1300,70,L
Thaltej,Apartment,3,1745,1.06,Cr
Thaltej,Apartment,3,1385,79.61,L
Chandkheda,Apartment,1,720,22,L
Prahlad Nagar,Apartment,3,1881,1.11,Cr
Vastrapur,Apartment,3,1665,1.03,Cr
Bopal,Apartment,3,1880,68,L
Thaltej,Penthouse,5,4845,3.1,Cr
Makarba,Apartment,2,1080,68,L
Near Nirma University On SG Highway,Apartment,3,1480,69,L
Near Nirma University On SG Highway,Apartment,3,1890,88.11,L
Chanakyapuri,Apartment,3,1800,64,L
Near Nirma University On SG Highway,Apartment,4,3797,2.1,Cr
Naranpuraa,Villa,6,2700,1.8,Cr
Gota,Apartment,3,2160,84,L
Science City,Villa,5,4383,3.6,Cr
Chanakyapuri,Apartment,2,1395,49.6,L
Chanakyapuri,Apartment,2,1350,48,L
Shilaj,Villa,3,4500,3.25,Cr
Near Nirma University On SG Highway,Apartment,4,3780,1.8,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,2433,1.09,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,2433,1.09,Cr
Bopal,Apartment,4,2872,1.65,Cr
Vasna,Apartment,3,2052,88,L
Thaltej,Apartment,4,2799,1.95,Cr
Prahlad Nagar,Apartment,3,2050,1.1,Cr
Chandkheda,Apartment,3,1600,60,L
Vaishnodevi,Apartment,3,1850,72,L
Vastrapur,Apartment,3,1815,1.12,Cr
Vastrapur,Apartment,3,1815,1.12,Cr
Vastrapur,Apartment,3,1815,1.12,Cr
Vastrapur,Apartment,3,1885,1.11,Cr
Vastrapur,Apartment,3,1885,1.11,Cr
Vastrapur,Apartment,3,1885,1.13,Cr
Vastrapur,Apartment,3,1885,1.13,Cr
Vastrapur,Apartment,3,1885,1.13,Cr
Vastrapur,Apartment,3,1815,1.12,Cr
Vastrapur,Apartment,3,1815,1.12,Cr
Vastrapur,Apartment,3,1815,1.12,Cr
Vastrapur,Apartment,3,1885,1.11,Cr
Vastrapur,Apartment,3,1885,1.11,Cr
Vastrapur,Apartment,3,1885,1.13,Cr
Vastrapur,Apartment,3,1815,1.12,Cr
Vastrapur,Apartment,3,1885,1.11,Cr
Vasna,Apartment,2,1850,1.05,Cr
Vastrapur,Apartment,3,1885,1.11,Cr
Vastrapur,Apartment,3,1885,1.13,Cr
Kudasan,Apartment,2,1197,39,L
Manipur,Villa,4,3564,1.24,Cr
Shilaj,Penthouse,5,4775,2.81,Cr
Gota,Apartment,2,1170,50,L
Ghuma,Apartment,2,1053,32,L
South Bopal,Villa,1,1431,55,L
Isanpur,Independent House,3,1500,46,L
Ambavadi,Apartment,3,2350,1.41,Cr
Ambavadi,Apartment,3,2600,1.56,Cr
Ambavadi,Apartment,4,3125,1.87,Cr
Ambavadi,Apartment,4,3265,1.95,Cr
Ambavadi,Apartment,3,2400,1.44,Cr
Gota,Apartment,1,630,20.41,L
Gota,Apartment,1,635,20.57,L
Gota,Apartment,1,640,20.73,L
Ranip,Apartment,3,1232,46,L
Ranip,Apartment,3,1232,39.42,L
Ranip,Apartment,2,903,28.89,L
Ranip,Apartment,2,1069,34.2,L
Ranip,Apartment,2,1069,39.43,L
Ranip,Apartment,2,903,33.62,L
Ranip,Apartment,2,892,28.54,L
Ranip,Apartment,2,1056,33.79,L
Ranip,Apartment,3,1217,38.94,L
Vejalpur,Apartment,3,1795,73.77,L
Vejalpur,Apartment,3,1525,62.67,L
Vejalpur,Apartment,3,1590,65.34,L
Vejalpur,Apartment,3,1635,67.19,L
Vejalpur,Apartment,3,1815,74.59,L
Shilaj,Apartment,2,1048,47,L
Shilaj,Apartment,3,1301,58,L
Chandkheda,Apartment,2,1035,30,L
Navrangpura,Apartment,2,1260,72,L
Ashram Road,Apartment,3,1719,1.05,Cr
Navrangpura,Apartment,2,1215,70,L
Mithakhali,Apartment,3,1764,1.07,Cr
Jodhpur Village,Apartment,3,1854,1.31,Cr
Jodhpur Village,Apartment,3,2025,1.31,Cr
Paldi,Apartment,3,1530,1.1,Cr
Shela,Apartment,2,965,42,L
Paldi,Apartment,3,1440,78.99,L
Shela,Apartment,3,901,56.99,L
Chanakyapuri,Apartment,3,2025,72,L
Bopal,Apartment,3,1425,65,L
Bopal,Apartment,3,1425,70,L
Bopal,Apartment,2,1273,52,L
Bopal,Apartment,3,1375,60,L
Bopal,Apartment,3,2232,68,L
Near Nirma University On SG Highway,Apartment,2,1080,50,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1197,42,L
Gota,Villa,4,5427,4.75,Cr
Gota,Apartment,2,1269,42.29,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1205,42.5,L
Judges Bungalow Road,Apartment,3,1850,1.22,Cr
Ashram Road,Apartment,3,1890,1.2,Cr
Ashram Road,Apartment,2,1215,70,L
Gota,Apartment,2,1080,42.5,L
Chandkheda,Villa,3,2304,1.4,Cr
Gota,Apartment,2,958,32,L
gota SG higway,Apartment,2,958,37,L
Gota,Apartment,2,958,30,L
Jagatpur,Apartment,2,958,32,L
Jagatpur,Apartment,2,958,37,L
Jagatpur,Apartment,2,958,30,L
Paldi,Apartment,4,2835,1.8,Cr
Ambavadi,Apartment,4,2750,1.92,Cr
Ambavadi,Apartment,3,2250,1.57,Cr
Ghuma,Independent House,3,1485,70,L
Bodakdev,Apartment,3,1800,1.2,Cr
Thaltej,Independent House,4,2610,2.75,Cr
Vejalpur,Apartment,2,1036,41,L
Bopal,Apartment,3,1450,46.4,L
Vejalpur,Apartment,2,1036,41,L
Bopal,Apartment,3,1450,46.4,L
Vejalpur,Apartment,2,1036,41,L
Ambavadi,Apartment,4,3447,2.06,Cr
Ambavadi,Apartment,4,2295,1.37,Cr
Vastrapur,Apartment,4,4400,3.3,Cr
Bopal,Apartment,3,1885,1.13,Cr
Ambavadi,Apartment,3,2295,1.41,Cr
Ambavadi,Apartment,3,2295,1.41,Cr
Vastrapur,Apartment,3,1885,1.16,Cr
Ambavadi,Apartment,4,3447,2.13,Cr
Bopal,Apartment,2,990,42,L
Ghuma,Apartment,2,1179,55,L
Ambavadi,Apartment,3,2943,1.82,Cr
Chandkheda,Independent House,2,1125,55,L
Makarba,Apartment,3,1665,92,L
Shela,Apartment,4,2300,1.1,Cr
Chandkheda,Apartment,2,1278,36.92,L
Shela,Apartment,3,1510,42,L
Shela,Apartment,3,1435,56,L
Ambavadi,Apartment,4,3771,2.82,Cr
Nava Vadaj,Apartment,2,1260,55,L
Shela,Apartment,3,1510,57.74,L
Vastrapur,Penthouse,4,2160,1.25,Cr
Near Vaishno Devi Circle On SG Highway,Villa,4,5391,5.5,Cr
Gota,Apartment,2,1206,42.5,L
Prahlad Nagar,Apartment,3,1776,95,L
Vaishnodevi,Villa,4,3195,1.85,Cr
Thaltej,Apartment,3,2205,1.55,Cr
Paldi,Apartment,4,2385,1.3,Cr
Gota,Apartment,3,1890,65.1,L
Near Nirma University On SG Highway,Apartment,3,2862,1.08,Cr
Gota,Apartment,2,1178,37.7,L
Gota,Apartment,3,2403,82.77,L
Near Nirma University On SG Highway,Apartment,3,1863,70.38,L
Naranpuraa,Apartment,3,1863,97,L
Naranpuraa,Apartment,3,1863,87.97,L
Jodhpur Village,Apartment,2,990,50,L
Gota,Apartment,3,2403,82.77,L
Near Nirma University On SG Highway,Apartment,3,1863,70.38,L
Naranpuraa,Apartment,3,1863,97,L
Naranpuraa,Apartment,3,1863,87.97,L
Jodhpur Village,Apartment,2,990,50,L
Gurukul,Apartment,2,765,36,L
Sola,Villa,4,3429,1.7,Cr
Ambavadi,Apartment,4,3447,2.1,Cr
Ambavadi,Apartment,3,2295,1.38,Cr
New C G Road,Apartment,2,1150,41,L
Chandkheda,Apartment,1,747,23,L
Motera,Villa,5,4329,2,Cr
Ghatlodiya,Independent House,4,1800,1.5,Cr
Khodiyar,Apartment,3,1908,84.98,L
Gurukul,Apartment,2,765,45,L
Bopal,Apartment,2,1200,38.4,L
Sola,Villa,4,3429,1.7,Cr
Ambavadi,Apartment,4,3447,2.1,Cr
Chandkheda,Apartment,2,1017,32,L
Gurukul,Apartment,2,1530,85,L
Ambavadi,Apartment,4,3447,2.1,Cr
Chandkheda,Apartment,2,1017,32,L
Neww CG Road,Apartment,3,1845,54.99,L
CG Road,Apartment,3,2500,1.56,Cr
Nava Vadaj,Apartment,3,1830,85.26,L
Sughad,Apartment,2,999,29,L
Shela,Apartment,2,1140,40,L
Nehru Nagar,Apartment,3,1728,1.25,Cr
Gota,Apartment,2,1210,46,L
Near Nirma University On SG Highway,Apartment,4,3650,1.55,Cr
Near Nirma University On SG Highway,Apartment,2,1300,60,L
Navrangpura,Apartment,2,1530,75,L
Kudasan,Apartment,3,1620,89,L
Shela,Apartment,3,1500,51,L
Shela,Apartment,2,925,30,L
Shela,Apartment,3,1475,43.5,L
Shilaj,Independent House,4,3900,4.15,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1440,50,L
Gota,Villa,5,9500,9.32,Cr
Chandkheda,Apartment,3,1485,51,L
Vejalpur,Apartment,2,850,33,L
Bopal,Independent House,3,2700,1.05,Cr
Vastrapur,Apartment,3,1665,1.15,Cr
Bopal,Apartment,3,1450,44.95,L
Shela,Apartment,3,1505,38.75,L
Shela,Apartment,3,1500,46.5,L
Bopal,Apartment,2,1200,37.2,L
Shela,Apartment,2,1140,34.2,L
Shela,Apartment,3,1465,43.95,L
Gota,Apartment,3,1935,62.35,L
Chanakyapuri,Apartment,2,1215,43.2,L
Bopal,Independent House,4,1680,80,L
Bopal,Independent House,4,2100,1.1,Cr
Bopal,Independent House,4,3000,1.2,Cr
Bopal,Independent House,4,2333,1.25,Cr
Shela,Apartment,2,1125,33.75,L
Shela,Apartment,2,1130,36.16,L
Bopal,Independent House,4,2985,1.5,Cr
Ghuma,Independent House,4,2333,95,L
Bopal,Apartment,2,1175,42.4,L
Bopal,Apartment,3,1440,43.2,L
Bopal,Apartment,3,1725,75.5,L
Shela,Apartment,4,3151,1.23,Cr
Shela,Apartment,4,2623,1.02,Cr
Shela,Apartment,3,1465,43.95,L
Sola,Villa,4,4698,6,Cr
Vejalpur,Apartment,2,1036,41,L
Vejalpur,Apartment,2,1036,41,L
Vastrapur,Apartment,3,1815,1.08,Cr
Ambavadi,Apartment,3,2295,1.42,Cr
Chandkheda,Apartment,3,1935,68,L
Gota,Apartment,2,1449,49.91,L
Prahlad Nagar,Apartment,3,1980,1.21,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,4275,3,Cr
Nava Vadaj,Apartment,3,1710,1.1,Cr
Satellite,Apartment,3,2088,1.5,Cr
Bopal,Villa,3,1800,90,L
Bopal,Villa,3,1620,75,L
Shivranjani Cross Road,Apartment,3,1800,77,L
Vejalpur,Apartment,3,854,49.12,L
Vejalpur,Apartment,3,917,52.76,L
Vejalpur,Apartment,3,1046,60.19,L
Vejalpur,Apartment,3,1041,59.87,L
Vejalpur,Apartment,3,946,54.41,L
Vejalpur,Apartment,3,886,50.97,L
Motera,Apartment,2,1200,52,L
Thaltej,Apartment,5,6220,4.1,Cr
Jodhpur Village,Apartment,3,2244,1.57,Cr
Jodhpur Village,Apartment,3,1854,1.29,Cr
Shela,Apartment,3,1435,45.92,L
Near Nirma University On SG Highway,Apartment,2,915,39,L
Near Nirma University On SG Highway,Apartment,2,1100,48,L
S G Highway,Apartment,2,1062,42,L
S G Highway,Apartment,2,1100,42,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3250,1.15,Cr
S G Highway,Apartment,3,1332,55,L
S G Highway,Apartment,3,1550,60,L
Jodhpur,Independent House,2,1215,1.6,Cr
Near Nirma University On SG Highway,Apartment,2,1100,44,L
Near Nirma University On SG Highway,Apartment,2,1270,48,L
Bhadaj,Independent House,4,2133,2.07,Cr
Shela,Apartment,3,1435,45.92,L
Thaltej,Apartment,5,6220,4.1,Cr
Jodhpur Village,Apartment,3,2244,1.57,Cr
Jodhpur Village,Apartment,3,1854,1.29,Cr
Shela,Apartment,3,1436,45.95,L
Shela,Apartment,3,1250,41.5,L
Near Nirma University On SG Highway,Apartment,2,1040,47,L
Near Nirma University On SG Highway,Apartment,3,1857,86.57,L
Gota,Apartment,2,1440,56,L
Bodakdev,Apartment,4,3311,2.11,Cr
Shela,Apartment,3,1505,36.12,L
Shela,Apartment,2,1150,27.6,L
Paldi,Apartment,3,2520,1.51,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1550,53.5,L
Near Nirma University On SG Highway,Apartment,1,953,35.5,L
Near Nirma University On SG Highway,Apartment,2,924,48,L
Near Nirma University On SG Highway,Apartment,3,2284,1.08,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,2,2241,95,L
Near Vaishno Devi Circle On SG Highway,Apartment,1,1060,37.88,L
Near Vaishno Devi Circle On SG Highway,Apartment,1,1075,38.62,L
Near Nirma University On SG Highway,Apartment,2,1530,51,L
Near Nirma University On SG Highway,Apartment,2,1359,61,L
South Bopal,Apartment,3,2610,80,L
Gota,Villa,4,3240,2.35,Cr
Gota,Apartment,3,1746,56.26,L
Shela,Apartment,3,2041,81.64,L
Chandkheda,Apartment,2,1062,40,L
Bodakdev,Apartment,2,900,65,L
S G Highway,Apartment,2,1075,38,L
Sun City Road,Apartment,3,2340,1.1,Cr
Paldi,Apartment,3,2000,1.2,Cr
Ambavadi,Apartment,4,3300,2.1,Cr
Ayojan Nagar,Independent House,6,4050,4,Cr
Thaltej,Apartment,2,1575,85,L
Thaltej,Apartment,1,1260,70,L
Thaltej,Independent House,4,2034,2.25,Cr
Gurukul,Apartment,3,1350,65,L
Bhadaj,Apartment,3,1530,62.9,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1152,42.5,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1206,45,L
Bopal,Apartment,4,2965,1.51,Cr
Ambli Bopal Road,Apartment,4,3400,2.44,Cr
Iscon Ambli Road,Apartment,5,6000,4.5,Cr
Chandkheda,Apartment,3,1570,50,L
Satellite,Apartment,3,1300,65,L
Motera,Apartment,1,765,22,L
Motera,Apartment,2,1197,53,L
Motera,Apartment,3,2007,82,L
Chandkheda,Apartment,3,1530,50,L
Chandkheda,Apartment,2,990,31,L
Chandkheda,Apartment,2,1314,42,L
Chandkheda,Apartment,2,1350,55,L
Chandkheda,Apartment,3,2115,75,L
Motera,Apartment,2,1235,47,L
Motera,Apartment,3,2007,90,L
Chandkheda,Apartment,2,1242,38,L
Chandkheda,Apartment,3,1980,65,L
Chandkheda,Apartment,3,1350,46,L
Chandkheda,Apartment,3,2115,80,L
Chandkheda,Apartment,2,1233,42,L
Chandkheda,Apartment,3,2115,78,L
Motera,Apartment,3,1070,1.2,Cr
Chandkheda,Apartment,2,1540,35,L
Chandkheda,Apartment,2,990,40,L
Motera,Apartment,2,1242,42,L
Bopal,Apartment,4,2400,1.65,Cr
Jodhpur Village,Apartment,4,4500,1.8,Cr
Chandkheda,Apartment,3,1710,60,L
Makarba,Apartment,3,1755,80,L
Chandkheda,Villa,3,1350,90,L
Ambli,Apartment,5,5881,5.29,Cr
Prahlad Nagar,Apartment,4,2750,1.51,Cr
Thaltej,Apartment,4,2799,2.11,Cr
Navrangpura,Independent House,5,3600,4.11,Cr
Science City,Villa,4,4387,3.25,Cr
Chandkheda,Apartment,2,1050,33,L
Chanakyapuri,Independent House,3,1890,1.8,Cr
Science City,Villa,4,4385,3.25,Cr
Thaltej,Penthouse,5,6220,3.98,Cr
Vejalpur,Apartment,2,1036,41,L
Chanakyapuri,Apartment,3,1350,50,L
Vejalpur,Apartment,2,1036,41,L
Vejalpur,Apartment,2,1036,41,L
Vejalpur,Apartment,2,1036,41,L
Santej,Apartment,2,1170,55,L
Vastrapur,Apartment,4,2415,1.44,Cr
Vastrapur,Apartment,3,2020,1.2,Cr
Vastrapur,Apartment,3,1615,96.33,L
Vastrapur,Apartment,3,1585,94.54,L
Vastrapur,Apartment,3,1885,1.12,Cr
Vastrapur,Apartment,3,1815,1.08,Cr
Sanathal,Villa,4,3618,3,Cr
Prahlad Nagar,Apartment,3,2010,1.25,Cr
Prahlad Nagar,Apartment,3,1705,1.05,Cr
Satellite,Apartment,3,2088,1.6,Cr
Gota,Apartment,4,3381,1.57,Cr
Gulbai Tekra,Apartment,3,2322,1.5,Cr
Vasna,Apartment,3,1890,95,L
Paldi,Apartment,3,2520,1.51,Cr
Paldi,Apartment,3,2025,1,Cr
Gurukul,Apartment,3,3800,2.8,Cr
Naranpuraa,Apartment,3,1980,1.3,Cr
Nana Chiloda,Apartment,2,2007,53,L
Chandkheda,Independent Floor,3,1600,1.05,Cr
Memnagar,Apartment,4,3618,2.3,Cr
Ambavadi,Apartment,2,1917,1.05,Cr
Shela,Apartment,2,925,45,L
Shela,Apartment,3,1250,49,L
Shela,Apartment,2,925,41,L
Shela,Apartment,3,1500,51.9,L
Bopal,Independent House,4,1800,1.6,Cr
Shela,Apartment,3,1500,47.1,L
Shela,Apartment,3,1450,54.37,L
Shela,Apartment,2,1180,44.25,L
Nehru Nagar,Independent House,5,7650,10,Cr
Naranpuraa,Apartment,4,2250,1,Cr
Sola,Apartment,3,2475,1.23,Cr
Near Nirma University On SG Highway,Apartment,2,1530,51,L
Near Nirma University On SG Highway,Apartment,2,1350,46,L
Gandhi Nagar,Apartment,5,5400,2.32,Cr
Near Nirma University On SG Highway,Apartment,3,1629,65,L
Near Nirma University On SG Highway,Apartment,2,1368,48,L
Near Nirma University On SG Highway,Apartment,2,1305,45,L
Near Vaishno Devi Circle On SG Highway,Independent House,5,9500,7,Cr
Gandhi Nagar,Apartment,4,4000,1.72,Cr
Gandhi Nagar,Apartment,4,4000,1.72,Cr
Near Nirma University On SG Highway,Independent Floor,4,2735,1.31,Cr
Near Nirma University On SG Highway,Apartment,3,1600,68.5,L
Gandhi Nagar,Apartment,5,4400,1.89,Cr
Gandhi Nagar,Apartment,5,5400,2.32,Cr
Near Vaishno Devi Circle On SG Highway,Independent House,4,6966,5,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3650,2,Cr
Near Nirma University On SG Highway,Apartment,3,1905,81.6,L
Thaltej,Apartment,2,1180,60,L
Shahibaug,Apartment,4,4122,2.95,Cr
Shahibaug,Apartment,4,4122,3.15,Cr
Sola,Villa,4,4698,6,Cr
Sola,Villa,4,4698,5.99,Cr
Motera,Apartment,3,1710,72,L
Near Nirma University On SG Highway,Apartment,2,1400,50,L
Chandkheda,Apartment,4,2720,1.05,Cr
Bopal,Villa,3,2000,1.2,Cr
Shela,Apartment,1,714,28,L
Shela,Villa,4,3276,2.5,Cr
Sola,Apartment,4,3825,1.98,Cr
Naranpuraa,Apartment,6,2500,70,L
Bopal,Apartment,3,2350,1.05,Cr
Bopal,Apartment,3,2350,1.05,Cr
Shela,Apartment,3,1885,90,L
Science City,Villa,4,3213,2.3,Cr
Bopal,Apartment,3,1330,63,L
Bopal,Apartment,3,1530,55,L
Motera,Apartment,3,1845,1.15,Cr
Sola Village,Apartment,3,1800,70.99,L
Shela,Apartment,3,1520,42.56,L
Shela,Apartment,3,1250,51.5,L
Sanathal,Villa,3,3429,1.49,Cr
Memnagar,Apartment,2,1404,65,L
Vejalpur,Apartment,2,1036,41,L
Vejalpur,Apartment,3,1868,76.77,L
Vejalpur,Apartment,3,1843,75.74,L
Vejalpur,Apartment,3,1680,69.04,L
Vejalpur,Apartment,3,1570,64.52,L
Vejalpur,Apartment,3,1569,64.48,L
Vejalpur,Apartment,3,1522,62.55,L
Chandkheda,Independent Floor,3,1458,90,L
Vastrapur,Apartment,3,1885,1.12,Cr
Prahlad Nagar,Apartment,4,4662,4.19,Cr
Prahlad Nagar,Apartment,5,6111,5.49,Cr
Sola,Apartment,3,1710,78,L
Manipur,Villa,4,3564,1.23,Cr
Manipur,Villa,4,3762,1.46,Cr
Memnagar,Independent House,4,2250,2.85,Cr
Azad Society,Independent House,6,2500,3.25,Cr
Prahlad Nagar,Apartment,3,1881,1.05,Cr
Prahlad Nagar,Apartment,3,1980,1.55,Cr
Bopal,Independent House,5,2200,1.9,Cr
Makarba,Apartment,2,1070,52,L
Shela,Villa,4,5940,3.48,Cr
Chandkheda,Apartment,2,1125,36.51,L
Gandhi Nagar,Apartment,4,2165,94,L
Gota,Apartment,2,1210,48,L
Near Nirma University On SG Highway,Apartment,2,1425,61.5,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3780,2,Cr
Near Nirma University On SG Highway,Independent Floor,3,1994,95.31,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,4734,2.5,Cr
Near Nirma University On SG Highway,Apartment,3,1620,65,L
Near Nirma University On SG Highway,Apartment,3,1981,70,L
Near Nirma University On SG Highway,Apartment,3,2205,70,L
Near Nirma University On SG Highway,Apartment,3,2025,70,L
Near Nirma University On SG Highway,Apartment,3,1665,66,L
Near Nirma University On SG Highway,Apartment,2,1325,57,L
Near Nirma University On SG Highway,Apartment,2,1100,44,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3250,1.15,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2510,1.1,Cr
Gota,Apartment,2,1210,42,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,2280,95,L
Gota,Apartment,2,1350,52,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1850,65,L
S G Highway,Apartment,3,1890,81,L
Chandkheda,Apartment,4,2943,1.1,Cr
Chandkheda,Apartment,2,1017,32,L
Bopal,Apartment,3,1440,60,L
S G Highway,Apartment,2,1248,53,L
Near Nirma University On SG Highway,Apartment,4,3780,1.83,Cr
Near Nirma University On SG Highway,Apartment,4,3640,1.68,Cr
Near Nirma University On SG Highway,Apartment,4,3550,1.65,Cr
Bopal,Apartment,3,1485,47.52,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3250,1.96,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,3780,2.35,Cr
Near Nirma University On SG Highway,Apartment,3,1850,84,L
Near Vaishno Devi Circle On SG Highway,Apartment,5,6295,3.8,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1850,83.25,L
Shela,Apartment,1,721,30,L
Tragad,Apartment,2,1305,43.2,L
Thaltej,Villa,5,4365,9.5,Cr
Maninagar East,Apartment,3,1140,34.5,L
Chandkheda,Apartment,3,1845,78.21,L
Amraiwadi,Apartment,3,1140,36.6,L
Khokhra,Apartment,2,1056,27,L
Nikol,Apartment,4,2925,1.07,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1850,84.51,L
Near Nirma University On SG Highway,Apartment,2,1325,55.16,L
Near Nirma University On SG Highway,Apartment,1,1325,53.24,L
Near Nirma University On SG Highway,Independent House,5,9495,8.25,Cr
Thaltej,Independent House,5,7200,8.5,Cr
Law Garden,Apartment,3,3530,3.5,Cr
Gota,Penthouse,4,3132,1.14,Cr
Gota,Apartment,4,2754,1,Cr
Mithakhali,Apartment,2,1260,72,L
Vaishnodevi,Apartment,3,1850,72,L
Jagatpur,Apartment,3,1500,53.54,L
Near Vaishno Devi Circle On SG Highway,Villa,6,10503,13.6,Cr
shilaj Road,Apartment,3,1470,62,L
Shilaj Circle,Apartment,2,1185,49,L
New C G Road,Villa,3,1800,1,Cr
Motera,Apartment,3,1800,65,L
Chandkheda,Apartment,2,1302,40,L
Motera,Apartment,2,1155,30,L
Chandkheda,Apartment,3,1800,65,L
New C G Road,Independent Floor,2,990,45,L
Thaltej Shilaj Road,Apartment,3,2845,1.3,Cr
Motera,Apartment,3,1773,58,L
Shela,Apartment,3,1470,42.63,L
Shela,Apartment,2,1130,32.77,L
Chandkheda,Apartment,3,1885,78.1,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1530,65,L
Near Vaishno Devi Circle On SG Highway,Apartment,3,1530,65,L
Near Nirma University On SG Highway,Apartment,3,1850,79,L
Bopal,Apartment,3,1985,63.52,L
Near Vaishno Devi Circle On SG Highway,Apartment,4,3640,1.25,Cr
Gota,Apartment,3,1900,72,L
Near Nirma University On SG Highway,Apartment,2,1332,54,L
Near Nirma University On SG Highway,Apartment,2,1270,48,L
Gota,Apartment,3,1730,67,L
Law Garden,Apartment,4,3445,2.6,Cr
Chandkheda,Apartment,2,1098,36,L
Vastrapur,Apartment,3,1863,1.21,Cr
Chandkheda,Apartment,2,1125,32,L
Ranip,Independent Floor,3,1080,35,L
Sola,Villa,4,2790,1.5,Cr
Motera,Villa,3,2000,50,L
Vaishnodevi,Apartment,2,1075,38.62,L
Bopal,Apartment,2,1170,55,L
Bopal,Apartment,3,1436,65,L
Chandkheda,Apartment,2,918,30,L
Makarba,Apartment,2,1100,50,L
Sola,Villa,7,9783,12.5,Cr
Sola,Villa,5,4716,6,Cr
Vastral,Apartment,3,1584,42.24,L
Maninagar,Apartment,2,1170,55,L
Shela,Apartment,1,721,28,L
Shela,Apartment,2,1500,47.25,L
Iscon Ambli Road,Apartment,3,2220,1.59,Cr
Vastrapur,Apartment,4,1377,1.31,Cr
Vastrapur,Apartment,3,1074,1.02,Cr
Vastrapur,Apartment,3,1035,98.85,L
Vastrapur,Apartment,4,1378,1.31,Cr
Vastrapur,Apartment,3,1151,1.09,Cr
Vastrapur,Apartment,3,920,87.9,L
