area,type,BHK,sqft,price,unit
Bopal,Apartment,3,1725,68,L
Sughad,Apartment,2,1152,28,L
Paldi,Independent House,4,5657,4.71,Cr
Prahlad Nagar,Apartment,1,600,22,L
Shahibaug,Penthouse,3,1800,1.8,Cr
Bodakdev,Independent House,4,2376,3.2,Cr
Sola,Apartment,2,1305,70,L
Dholera,Villa,1,1536,22.99,L
Chandkheda,Apartment,2,1110,31,L
Sindhubhavan Road,Villa,3,2070,3.75,Cr
Thaltej,Villa,4,1620,1.35,Cr
Ghuma Bopal Road,Independent House,3,2430,1,Cr
Ghuma Bopal Road,Apartment,2,1170,42,L
Shela,Apartment,3,1520,44.95,L
Ghuma Bopal Road,Villa,4,1800,75,L
Ambawadi Circle,Apartment,7,6200,3.57,Cr
Sanand,Apartment,2,700,16,L
Bopal,Apartment,2,1100,38,L
Bopal,Apartment,2,1100,38,L
Bhat,Independent House,4,3105,1.85,Cr
Chandkheda,Apartment,3,2250,82,L
Chandlodia,Apartment,1,333,14.5,L
S G Highway,Apartment,2,1188,43.5,L
Bopal,Villa,4,1695,1.31,Cr
Satellite,Villa,4,2250,2.35,Cr
New Ranip,Apartment,3,1800,75,L
Motera,Apartment,3,1746,71,L
Vasna,Apartment,3,1575,77.5,L
Vasna,Apartment,2,1098,54.8,L
Godhavi,Apartment,2,1170,33,L
Prahlad Nagar,Apartment,2,1124,65,L
Prahlad Nagar,Apartment,2,1400,65,L
Dholera,Villa,1,1472,18.99,L
Nikol,Villa,4,1800,1.75,Cr
Science City,Apartment,2,850,45.5,L
Naranpuraa,Apartment,3,1580,90,L
SG Road,Villa,4,5700,8.1,Cr
Motera,Apartment,2,1341,44,L
BopalGhuma Road,Independent House,3,2250,95,L
Sanathal,Villa,4,2700,1.6,Cr
SAL Hospital,Independent House,5,3915,4.25,Cr
Nava Vadaj,Apartment,4,2700,1.5,Cr
S G Highway,Apartment,2,929,40,L
sola road,Independent House,4,1845,2.31,Cr
Panchwati Circle,Apartment,4,2300,1.71,Cr
Surdhara Circle,Independent House,4,2025,3.1,Cr
Naranpuraa,Independent House,5,2862,3.5,Cr
Shahibaug,Apartment,4,4375,3.24,Cr
Prahlad Nagar,Apartment,1,650,24,L
Saijpur Bogha,Apartment,1,765,8.51,L
Prahlad Nagar,Apartment,2,1400,65,L
Ambavadi,Independent House,4,2700,1.7,Cr
Prahlad Nagar,Apartment,4,3800,2.6,Cr
BopalGhuma Road,Villa,3,1350,55,L
Near Vaishno Devi Circle On SG Highway,Villa,3,1800,90,L
Jagatpur,Apartment,2,711,37,L
Shilaj,Independent House,5,6525,4.95,Cr
Shilaj,Villa,4,6300,9,Cr
Vaishnodevi,Apartment,3,2165,88.7,L
Sola,Apartment,4,3222,2.2,Cr
Science City,Villa,4,3996,8,Cr
Gota,Apartment,3,1775,83,L
Satellite,Apartment,2,1125,60,L
Science City,Villa,4,2565,2.6,Cr
Navrangpura,Apartment,4,3660,2.75,Cr
Hebatpur,Independent House,4,2403,2.85,Cr
Near Nirma University On SG Highway,Apartment,4,3220,1.03,Cr
Ramdev Nagar,Apartment,3,1755,1.5,Cr
Jodhpur Village,Apartment,5,5130,5.51,Cr
Jagatpur,Apartment,2,791,43,L
Nava Vadaj,Penthouse,3,3420,1.15,Cr
Satellite,Apartment,2,1140,60,L
Chandkheda,Apartment,2,930,30,L
Bopal,Apartment,2,1080,35,L
Near Nirma University On SG Highway,Apartment,4,2211,89,L
Bodakdev,Penthouse,4,3708,4.26,Cr
S G Highway,Apartment,4,4815,4,Cr
Near Nirma University On SG Highway,Apartment,2,1300,50,L
Prahlad Nagar,Apartment,2,1125,65,L
Prahlad Nagar,Apartment,2,1224,65,L
Paldi,Independent House,5,2475,1.65,Cr
Science City,Apartment,3,2385,1.35,Cr
Satellite,Independent House,4,5040,7,Cr
ISCON Cross Road,Apartment,4,3200,2.1,Cr
South Bopal Main Road,Independent House,4,2160,1.4,Cr
Bopal Road,Villa,3,1800,85,L
South Bopal Main Road,Independent House,4,2720,2.25,Cr
South Bopal Main Road,Villa,3,1800,82,L
BopalGhuma Road,Villa,4,2430,75,L
BopalGhuma Road,Villa,4,2430,75,L
BopalGhuma Road,Independent House,4,2340,1,Cr
Manipur,Independent House,3,2340,95,L
Ghuma,Independent House,4,3150,1.25,Cr
Motera,Villa,4,2100,1.25,Cr
Ghatlodiya,Villa,3,1620,95,L
Ambavadi,Villa,6,4950,10,Cr
Bopal,Apartment,3,1450,46.4,L
Bopal,Apartment,3,1450,46.4,L
Bopal,Apartment,2,1200,38.4,L
Bopal,Apartment,2,1200,38.4,L
Shahibuag,Apartment,2,1000,55,L
Ahmedabad Patan Highway Road,Apartment,6,2000,6.5,Cr
Panchavati Society,Apartment,2,920,52,L
Shela,Apartment,3,1520,42,L
Ellisbridge,Apartment,4,3525,2.7,Cr
Shyamal Cross Road,Apartment,3,1530,80,L
Jodhpur,Independent House,4,5580,7.8,Cr
New Naroda,Apartment,2,1053,27,L
Bopal,Apartment,2,1200,38.4,L
Bopal,Apartment,2,1130,37.5,L
Bopal,Apartment,2,1130,37.51,L
Bopal,Apartment,2,1130,36.75,L
Shela,Apartment,3,1505,43.68,L
Shela,Apartment,3,902,43.68,L
Shela,Apartment,3,1505,43.68,L
Shela,Apartment,3,1505,44.39,L
Bopal,Apartment,3,1450,46.5,L
Bopal,Apartment,2,1130,32.77,L
Bopal,Apartment,2,1130,36.16,L
New Ranip,Independent House,2,1530,1.2,Cr
Bopal,Independent House,5,2500,1.8,Cr
Navrangpura,Apartment,3,2580,1.8,Cr
Sola,Independent House,4,7500,8,Cr
Motera,Apartment,2,1341,43,L
Ambavadi,Apartment,4,3600,2,Cr
BopalGhuma Road,Villa,4,2350,75,L
South Bopal Main Road,Independent House,4,2340,1.45,Cr
BopalGhuma Road,Villa,4,1980,65,L
Bopal Road,Independent House,3,2250,1,Cr
Ghatlodiya,Villa,3,1080,87,L
Motera,Apartment,2,1155,45,L
New C G Road,Villa,3,2000,1,Cr
Satellite Road,Independent House,5,7200,13.5,Cr
Maninagar,Apartment,2,1215,71.1,L
New Ranip,Apartment,3,1620,53,L
Ramdev Nagar,Villa,4,3150,3.5,Cr
Ramdev Nagar,Villa,3,1980,2.5,Cr
Science City,Villa,4,4500,3.5,Cr
Thaltej,Villa,4,2520,2.5,Cr
Thaltej,Villa,4,2484,2.85,Cr
Thaltej,Villa,4,3600,4,Cr
Thaltej,Villa,5,4230,5.4,Cr
Thaltej,Villa,5,4140,4,Cr
Thaltej,Villa,4,5850,6,Cr
Thaltej,Villa,5,3330,3.5,Cr
Ambli,Villa,4,4050,6.25,Cr
Thaltej,Villa,4,5400,5.5,Cr
Thaltej,Villa,4,5472,5.48,Cr
Science City,Villa,5,4374,3.5,Cr
Near Vaishno Devi Circle On SG Highway,Villa,4,5556,2.65,Cr
Bopal Road,Villa,4,2250,90,L
Shela,Apartment,3,2013,64.5,L
Paldi,Independent House,4,2000,3.25,Cr
Ambavadi,Apartment,4,3447,2.2,Cr
Ghuma,Independent House,3,2430,95,L
Science City,Apartment,3,1908,1.08,Cr
Science City,Penthouse,4,4113,2.5,Cr
Sola,Villa,4,5940,5.1,Cr
Motera,Apartment,2,1022,35,L
Chandkheda,Apartment,3,2015,70,L
Chandkheda,Apartment,2,1155,45,L
Motera,Apartment,2,1155,45,L
Motera,Villa,4,1800,1.15,Cr
Naranpuraa,Apartment,3,2115,1.1,Cr
Prahlad Nagar,Apartment,2,1381,71,L
Bhat,Apartment,3,1532,77,L
Chandkheda,Apartment,4,2943,1.1,Cr
Azad Society Road,Apartment,2,765,62,L
Bopal,Villa,4,2280,75,L
South Bopal Main Road,Villa,4,2160,85,L
Motera,Apartment,3,1530,55,L
Adalaj,Independent House,3,5000,6,Cr
Narol,Apartment,2,1250,27.51,L
Chandkheda,Apartment,3,2070,70,L
Sindhubhavan Road,Villa,5,1530,17.51,Cr
South Bopal Road,Villa,5,4500,7,Cr
Ambli,Villa,5,4950,6,Cr
Thaltej,Villa,3,4050,3.6,Cr
Science City,Villa,4,2430,4,Cr
Satellite,Villa,3,1485,1.2,Cr
Navrangpura,Apartment,4,3600,2.35,Cr
Kadi,Villa,1,1224,80,L
North Bopal Road,Apartment,2,750,45,L
North Bopal Road,Apartment,3,1110,64,L
Thaltej Shilaj Road,Apartment,3,1700,85,L
North Bopal Road,Apartment,3,1400,82,L
North Bopal Road,Apartment,2,1425,58,L
West End Park,Independent House,5,5850,3,Cr
North Bopal Road,Apartment,2,1420,78,L
South Bopal,Apartment,2,1270,51,L
South Bopal,Independent House,4,2250,1.5,Cr
South Bopal,Apartment,3,1440,63,L
Bopal,Independent House,4,1800,95,L
Bopal,Independent House,4,2340,1.75,Cr
Ghuma,Independent House,3,2790,95,L
Ghuma,Apartment,2,1278,38,L
Chandkheda,Apartment,3,2250,70,L
Bodakdev,Apartment,4,7000,4.26,Cr
Manipur,Villa,4,6246,1.96,Cr
Manipur,Villa,4,7110,2.13,Cr
Bopal,Apartment,3,1480,62,L
Bopal,Apartment,2,1230,48.51,L
Nava Naroda,Penthouse,2,1035,30,L
Near Vaishno Devi Circle On SG Highway,Independent House,10,17000,5,Cr
Anand Nagar,Apartment,2,1100,63,L
Bopal,Apartment,3,2373,1.8,Cr
New C G Road,Villa,3,1800,80,L
Chandkheda,Villa,4,1773,2,Cr
Chandkheda,Apartment,2,1155,50,L
Bodakdev,Apartment,4,2925,1.49,Cr
Nava Vadaj,Apartment,2,1350,62,L
Chandkheda,Villa,4,2025,90,L
Motera,Villa,5,4329,1.5,Cr
Motera,Villa,3,900,1,Cr
Near Vaishno Devi Circle On SG Highway,Independent House,5,2349,1.15,Cr
Vasna,Apartment,2,1215,36,L
Chandkheda,Apartment,3,1800,60,L
TelavGuma Road,Independent House,4,6300,2.8,Cr
Nikol,Apartment,2,1350,38.5,L
Bopal,Apartment,3,838,46,L
Bapunagar,Apartment,2,846,25.42,L
Bodakdev,Villa,3,1485,1.5,Cr
Vastrapur,Villa,4,1800,1.5,Cr
Jodhpur,Villa,4,2430,2.25,Cr
Jodhpur,Villa,3,3150,6,Cr
Satellite,Villa,4,2025,1.75,Cr
Nehru Nagar,Independent House,5,2300,4.5,Cr
Paldi,Independent House,5,2565,1.65,Cr
Neww CG Road,Villa,3,1800,1,Cr
Ghuma,Apartment,3,750,41.5,L
Ghuma,Apartment,3,750,44.8,L
Shela Road,Independent House,4,3275,2.24,Cr
Ghuma,Apartment,3,750,43.11,L
South Bopal,Apartment,3,1575,70,L
Bopal Road,Independent House,3,2160,83,L
BopalGhuma Road,Villa,4,2520,70,L
South Bopal,Apartment,2,1170,50,L
South Bopal,Apartment,3,1575,70,L
Bopal Road,Independent House,3,2160,83,L
BopalGhuma Road,Villa,4,2520,70,L
Shahibaug,Apartment,4,2740,1.9,Cr
Ellisbridge,Apartment,4,3550,2.1,Cr
Iscon Ambli Road,Apartment,4,1650,1.64,Cr
West End Park,Apartment,3,955,50.86,L
Ambli Bopal Road,Apartment,4,3822,4.7,Cr
Ambli Bopal Road,Apartment,4,2850,3.51,Cr
Ambli Bopal Road,Apartment,5,3900,4.68,Cr
North Bopal Road,Apartment,3,1527,87,L
North Bopal Road,Apartment,3,1240,74,L
North Bopal Road,Apartment,2,956,58,L
North Bopal Road,Apartment,2,904,57,L
North Bopal Road,Apartment,3,1221,80,L
South Bopal Road,Apartment,2,835,44,L
Shahibaug,Apartment,4,2281,2.5,Cr
Iscon Ambli Road,Apartment,4,1790,1.78,Cr
Chanakyapuri,Apartment,1,585,21,L
Makarba,Apartment,1,650,22.75,L
Motera,Apartment,1,1052,45,L
Chandkheda,Villa,4,3251,2,Cr
Chandkheda,Villa,4,2385,1.5,Cr
Chandkheda,Villa,4,2385,1.5,Cr
Chandkheda,Apartment,3,1521,51,L
Chandkheda,Apartment,2,1055,30,L
Chandkheda,Apartment,2,1215,45,L
Sterling City,Independent House,4,2070,1.65,Cr
Bodakdev,Apartment,2,1250,45,L
Bopal,Apartment,3,1435,59,L
Bopal,Apartment,3,1576,75,L
Bopal,Apartment,3,1473,52.71,L
Bopal,Apartment,3,1481,53.31,L
Bopal,Apartment,2,1215,43.7,L
Sanand,Independent House,2,850,19.5,L
Naranpura Road,Apartment,2,1000,40,L
South Bopal,Apartment,2,1800,46,L
Vasna,Penthouse,2,635,44,L
Bopal,Apartment,1,585,26,L
Vastrapur,Apartment,4,2283,1.2,Cr
Science City,Apartment,2,1170,48,L
Paldi,Apartment,3,1935,1.3,Cr
Paldi,Apartment,3,2700,1.82,Cr
Paldi,Apartment,3,2304,1.55,Cr
Ambavadi,Apartment,4,3265,2.21,Cr
Ambavadi,Apartment,4,3150,2.14,Cr
Ellisbridge,Apartment,2,1215,73,L
Ellisbridge,Apartment,3,1719,1.03,Cr
Ellisbridge,Apartment,2,1260,76,L
Ellisbridge,Apartment,3,1890,1.14,Cr
Ellisbridge,Apartment,3,1764,1.07,Cr
Thaltej,Apartment,4,3464,2.25,Cr
Thaltej,Apartment,4,3600,2.34,Cr
Chanakyapuri,Apartment,3,925,77.99,L
Near Vaishno Devi Circle On SG Highway,Apartment,5,4531,3.5,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2405,1.91,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1491,1.19,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,3,1534,1.23,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,5,4389,2.87,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,5,4465,3.02,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2175,1.5,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2504,1.74,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2363,1.75,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2158,1.45,Cr
Near Vaishno Devi Circle On SG Highway,Apartment,4,2420,1.68,Cr
Shela,Apartment,3,1436,45.95,L
Paldi,Apartment,2,900,4.2,Cr
Vastral,Apartment,3,1584,42.25,L
Prahlad Nagar,Villa,5,5500,8.5,Cr
Ahmedabad Patan Highway Road,Apartment,3,1615,81.6,L
Ahmedabad Patan Highway Road,Apartment,3,1585,80,L
Ahmedabad Patan Highway Road,Apartment,3,1067,95,L
Ahmedabad Patan Highway Road,Apartment,3,1100,95.3,L
Ahmedabad Patan Highway Road,Apartment,4,2470,1.47,Cr
Ahmedabad Patan Highway Road,Apartment,4,2280,2.28,Cr
Ahmedabad Patan Highway Road,Apartment,4,1000,2.39,Cr
Ahmedabad Patan Highway Road,Apartment,4,3100,2.8,Cr
Ahmedabad Patan Highway Road,Apartment,4,2355,2.9,Cr
Ahmedabad Patan Highway Road,Apartment,3,1300,89.6,L
Ahmedabad Patan Highway Road,Apartment,3,1300,1,Cr
Ahmedabad Patan Highway Road,Apartment,2,1608,85,L
Judges Bunglow,Apartment,3,600,95,L
Ahmedabad Patan Highway Road,Apartment,4,3800,1.47,Cr
Ahmedabad Patan Highway Road,Apartment,3,600,95,L
Bopal,Apartment,3,1435,52.73,L
South Bopal,Villa,4,4770,1.9,Cr
Bopal Road,Independent House,3,2340,1.05,Cr
Paldi,Apartment,2,1152,64,L
SG Highway Service Road,Apartment,3,1800,85.15,L
Narol Circle,Apartment,1,558,14,L
SG Highway Service Road,Apartment,3,1800,84.5,L
SG Highway Service Road,Apartment,3,1800,85,L
Ambavadi,Independent House,4,1800,2.75,Cr
Nikol Gam Rd,Apartment,2,1179,27.5,L
Nava Naroda,Apartment,2,1314,32.85,L
Vastrapur,Apartment,3,2230,1.18,Cr
Vastrapur,Apartment,3,3373,1.78,Cr
Vastrapur,Apartment,4,3230,1.71,Cr
Vastrapur,Apartment,3,3390,1.79,Cr
Naroda,Independent House,2,1440,1.4,Cr
Vastral,Apartment,2,1134,27.5,L
Bopal,Apartment,2,1315,48.32,L
Bopal,Apartment,2,1250,47,L
Near Nirma University On SG Highway,Apartment,2,615,43.23,L
Ambli,Apartment,3,1850,1.05,Cr
Jivraj Park,Apartment,1,1500,18,L
Prahlad Nagar,Apartment,4,3567,2.75,Cr
Bopal,Villa,4,2340,1.82,Cr
Near Vaishno Devi Circle On SG Highway,Villa,4,5580,3.9,Cr
Near Vaishno Devi Circle On SG Highway,Villa,4,5880,3.9,Cr
Bopal,Villa,4,2250,1.82,Cr
Gota,Apartment,3,1728,73,L
Near Vaishno Devi Circle On SG Highway,Villa,5,5400,3.52,Cr
Bopal,Villa,4,1763,1.82,Cr
Thaltej,Villa,3,2205,2,Cr
Thaltej,Villa,4,2700,2,Cr
Bodakdev,Villa,5,6300,7.42,Cr
Satellite,Villa,5,2502,2.4,Cr
Satellite,Villa,4,2475,3.25,Cr
Satellite,Villa,3,2250,2.5,Cr
Bodakdev,Villa,5,2700,3,Cr
Bodakdev,Villa,5,5220,12.5,Cr
Bodakdev,Villa,5,5220,12.5,Cr
Satellite,Villa,4,3150,5.3,Cr
Satellite Road,Apartment,3,1150,1.05,Cr
Bopal Road,Apartment,3,1440,55,L
West End Park,Apartment,4,2750,1.49,Cr
Bopal,Apartment,3,1692,78,L
Navrangpura,Apartment,3,2232,1.56,Cr
Bodakdev,Penthouse,4,2943,1.4,Cr
Chandkheda,Villa,4,2385,1.5,Cr
Motera,Villa,3,1700,1,Cr
Gandhinagar Road,Apartment,2,1386,47,L
Gandhinagar Road,Apartment,3,1998,65,L
Gandhinagar Road,Independent Floor,2,1242,34,L
Gandhinagar Road,Apartment,4,3447,1.26,Cr
Gandhinagar Road,Independent Floor,4,4131,1.85,Cr
Gandhinagar Road,Independent Floor,3,2115,66.97,L
Gandhinagar Road,Independent Floor,3,2115,66.97,L
Gandhinagar Road,Independent Floor,3,2115,66.97,L
Gandhinagar Road,Apartment,3,2637,99,L
Gandhinagar Road,Apartment,3,2637,99,L
Mahalaxmi Five Road,Apartment,2,1440,50,L
Gandhinagar Road,Independent House,4,2133,1.15,Cr
Gandhinagar Road,Apartment,2,1089,37.5,L
Gandhinagar Road,Apartment,2,1035,50,L
Gandhinagar Road,Apartment,4,3168,91.52,L
Gandhinagar Road,Apartment,3,1111,50,L
Gandhinagar Road,Apartment,2,1116,37,L
Gandhinagar Road,Apartment,2,1305,65,L
Gandhinagar Road,Apartment,4,2925,87.75,L
Gandhinagar Road,Independent House,3,1539,1.75,Cr
Gandhinagar Road,Independent House,3,1926,1.35,Cr
Gandhinagar Road,Independent House,4,2871,3.25,Cr
Navrangpura,Apartment,5,3960,2.7,Cr
Ghuma,Apartment,3,750,41.75,L
Ahmedabad Patan Highway Road,Apartment,2,1425,58,L
South Bopal,Apartment,2,1280,55,L
South Bopal,Independent House,4,2700,1.5,Cr
South Bopal,Apartment,2,1280,55,L
South Bopal,Apartment,3,1620,68,L
Bopal,Independent House,4,2340,1.75,Cr
Jodhpur Village,Apartment,2,990,58,L
Thaltej,Independent House,4,4680,6.51,Cr
Shahibaug,Apartment,3,2400,1.7,Cr
Shahibaug,Apartment,3,2400,1.7,Cr
Thaltej,Independent House,4,5800,8.6,Cr
Nava Naroda,Apartment,1,680,17.5,L
Ghuma,Villa,4,2925,1.3,Cr
Vaishnodevi,Apartment,3,1189,78,L
Ring Road West,Apartment,3,932,51,L
Ring Road West,Apartment,4,2560,2.68,Cr
Ring Road West,Apartment,4,2157,1.35,Cr
Ring Road West,Apartment,4,1630,1.1,Cr
Ring Road West,Apartment,2,1200,44,L
South Bopal,Apartment,3,1866,56.36,L
South Bopal,Apartment,2,918,38.24,L
Vishwas City 1,Apartment,3,1036,45.92,L
Memnagar,Apartment,2,1110,76,L
South Bopal,Apartment,3,1185,47.52,L
South Bopal,Apartment,2,1030,55,L
Vejalpur,Apartment,2,890,38,L
Near Vaishno Devi Circle On SG Highway,Apartment,2,1060,37,L
Near Nirma University On SG Highway,Apartment,2,1167,50,L
Jodhpur Gam Road,Apartment,2,1125,65,L
Jodhpur,Apartment,3,1485,85,L
Surdhara Circle,Independent House,4,3600,3.5,Cr
Shahibuag,Independent House,4,1215,1.41,Cr
Near Vaishno Devi Circle On SG Highway,Penthouse,5,6120,3.76,Cr
Ahmedabad Patan Highway Road,Apartment,3,920,81.6,L
Ahmedabad Patan Highway Road,Apartment,4,3800,2.28,Cr
Ahmedabad Patan Highway Road,Apartment,3,2370,83,L
Ahmedabad Patan Highway Road,Apartment,4,3600,2,Cr
Ahmedabad Patan Highway Road,Independent House,3,600,80,L
Ahmedabad Patan Highway Road,Apartment,3,600,80,L
Ahmedabad Patan Highway Road,Apartment,3,2250,95,L
Ahmedabad Patan Highway Road,Apartment,4,4171,1.47,Cr
Ahmedabad Patan Highway Road,Independent House,5,4500,4.5,Cr
Ahmedabad Patan Highway Road,Apartment,3,600,95,L
Ahmedabad Patan Highway Road,Independent House,4,1000,1.47,Cr
South Bopal,Apartment,3,1814,64.42,L
Sardar Patel Ring Road,Apartment,2,918,45,L
South Bopal,Apartment,3,1985,63.52,L
South Bopal,Apartment,3,1665,63.52,L
Shela,Apartment,4,2908,1.49,Cr
Anand Nagar,Apartment,2,1200,61,L
South Bopal,Apartment,3,1185,47.52,L
South Bopal,Apartment,3,1130,44.33,L
Sola,Apartment,3,2475,1.21,Cr
Sola,Apartment,3,2178,1.35,Cr
Naranpuraa,Independent House,5,3900,4.5,Cr
Ahmedabad Patan Highway Road,Apartment,3,1100,4.3,Cr
Gota,Apartment,3,1890,73.5,L
Gota,Apartment,3,2133,82.95,L
Gota,Apartment,3,2133,82.95,L
Gota,Apartment,3,1890,75.78,L
Gota,Apartment,3,2133,82.92,L
Gota,Apartment,3,2133,82.9,L
Gota,Apartment,3,2133,82.89,L
Gota,Apartment,3,1890,73.5,L
Gota,Apartment,1,648,27,L
Nirnay Nagar,Apartment,3,1818,1,Cr
Gota,Apartment,3,2133,78.21,L
Gota,Apartment,3,2133,80.58,L
Gota,Apartment,3,1890,73.5,L
Gota,Apartment,3,2133,82.95,L
Gota,Apartment,3,2133,82.95,L
Gota,Apartment,3,1890,75.78,L
SG Highway Service Road,Apartment,3,1905,82,L
SG Highway Service Road,Apartment,3,1994,95,L
SG Highway Service Road,Apartment,3,1600,68.3,L
SG Highway Service Road,Apartment,2,1425,61.5,L
SG Highway Service Road,Apartment,2,1325,57,L
Ahmedabad Palanpur Road,Apartment,2,1427,53,L
Ahmedabad Patan Highway Road,Apartment,2,1145,45,L
Ahmedabad Patan Highway Road,Apartment,4,3640,1.25,Cr
Ahmedabad Patan Highway Road,Apartment,4,3250,1.1,Cr
North Bopal Road,Apartment,2,1350,53,L
Nikol,Apartment,4,3015,1.08,Cr
Motera,Apartment,3,1521,85,L
Shahibaug Flyover,Apartment,4,2160,2.25,Cr
Motera,Villa,3,2025,1,Cr
Nana Chiloda,Villa,4,2600,85,L
Bapunagar,Apartment,2,835,25.09,L
Bapunagar,Apartment,2,851,25.57,L
Bapunagar,Apartment,2,834,25.06,L
Bapunagar,Apartment,2,844,25.36,L
Bapunagar,Apartment,2,833,25.03,L
Bapunagar,Apartment,2,832,25,L
Maninagar East,Apartment,3,600,73.5,L
Maninagar East,Apartment,2,1108,45,L
Maninagar East,Apartment,2,1027,43,L
Maninagar East,Apartment,2,1027,43,L
Maninagar East,Apartment,2,1129,45.5,L
Maninagar East,Apartment,2,1108,45.8,L
CTM,Apartment,2,400,52.8,L
Maninagar East,Apartment,3,1900,93,L
Maninagar East,Apartment,2,400,60.2,L
New India Colony,Apartment,4,1000,95,L
Sanathal,Apartment,4,3060,1.51,Cr
Naroda,Apartment,2,1350,47,L
Thaltej,Villa,6,8550,6.1,Cr
Jodhpur,Villa,4,3150,2,Cr
Jodhpur,Villa,2,990,85,L
Shela,Independent House,3,1350,85,L
Ghuma,Apartment,2,936,41,L
Ghuma,Apartment,2,1280,50,L
Ghuma,Apartment,2,848,37.5,L
South Bopal,Apartment,2,960,37,L
South Bopal,Apartment,2,1285,38.5,L
South Bopal,Apartment,2,1000,48.51,L
Ghuma,Apartment,3,1150,58.5,L
Shela,Apartment,2,1075,44,L
Motera,Apartment,2,1224,43,L
Juhapura,Apartment,2,1215,45,L
Juhapura,Apartment,2,1355,65,L
Gandhinagar Road,Apartment,2,1017,36,L
Gandhinagar Road,Apartment,2,1035,50,L
Shahibaug Flyover,Apartment,3,1503,1.05,Cr
Shela,Apartment,3,786,54.23,L
Shela,Apartment,3,789,54.44,L
South Bopal,Apartment,2,1195,35.85,L
Ghuma,Apartment,3,750,44.8,L
Ghuma,Apartment,2,620,37.5,L
Ghuma,Villa,3,2070,85,L
South Bopal,Independent House,4,3375,1.65,Cr
South Bopal,Apartment,2,1270,53,L
BopalGhuma Road,Independent House,3,1890,75,L
Ghuma,Villa,4,2160,65,L
Iscon Ambli Road,Apartment,4,1782,2.08,Cr
Iscon Ambli Road,Apartment,4,2040,2.38,Cr
Satellite,Apartment,4,4200,2.65,Cr
South Bopal,Apartment,3,1130,44.33,L
South Bopal,Apartment,3,1814,64.42,L
Sola,Apartment,3,2178,1.44,Cr
Sola,Apartment,3,1966,1.21,Cr
Vasna,Apartment,3,1890,90,L
Thaltej,Independent Floor,1,1000,25,L
Bopal,Apartment,2,1214,43.7,L
Kuber Nagar,Apartment,2,990,25,L
Bopal Road,Penthouse,2,1000,42,L
Satellite,Apartment,2,1152,59,L
Chandkheda,Villa,4,3251,2,Cr
Thaltej,Independent House,5,8500,6,Cr
Shilaj,Independent House,5,8928,10,Cr
Motera,Independent House,4,3825,2.5,Cr
Motera,Independent House,4,3825,2.5,Cr
Naranpuraa,Independent House,4,1000,7.5,Cr
Godhavi,Independent House,3,1700,5.6,Cr
Ahmedabad Patan Highway Road,Independent House,4,1097,3,Cr
Godhavi,Independent House,2,1550,2.65,Cr
Naranpuraa,Apartment,3,2750,1.74,Cr
Ahmedabad Patan Highway Road,Independent House,3,600,1.8,Cr
SG Highway Service Road,Independent House,4,1725,30,L
SG Highway Service Road,Apartment,4,2772,2.5,Cr
Gurukul,Penthouse,3,1530,1,Cr
New Ranip,Apartment,2,1300,53,L
Ahmedabad Patan Highway Road,Apartment,4,2890,1.47,Cr
Ahmedabad Patan Highway Road,Apartment,3,1615,80,L
Ahmedabad Patan Highway Road,Apartment,4,2415,1.47,Cr
Vastrapur,Apartment,4,3906,2,Cr
Sindhubhavan Road,Penthouse,5,4915,4.25,Cr
Sanand,Apartment,2,1006,22.19,L
Bopal,Apartment,3,1473,53.02,L
Sabarmati,Independent House,3,999,62,L
Paldi,Apartment,3,2205,1.35,Cr
Science City,Apartment,2,1170,47.99,L
Jagatpur,Apartment,3,1332,55,L
Jagatpur,Apartment,3,1550,60,L
Jagatpur,Apartment,2,1270,46,L
Jagatpur,Apartment,3,1729,68,L
Jagatpur,Apartment,1,600,23,L
Gota,Apartment,4,3780,1.35,Cr
Gota,Apartment,2,1400,56,L
Gota,Apartment,2,1080,43,L
Jagatpur,Apartment,2,1100,43,L
Jagatpur,Apartment,3,1332,53,L
Maninagar,Apartment,3,600,1.3,Cr
Maninagar East,Apartment,1,654,25,L
Kankaria,Apartment,2,1050,55.5,L
Nava Naroda,Apartment,2,400,57,L
Maninagar East,Apartment,2,1108,42.6,L
Memnagar,Apartment,2,400,57.3,L
Maninagar,Villa,3,600,2.25,Cr
Maninagar,Apartment,2,1027,43,L
Maninagar,Apartment,2,1108,43,L
Kankaria,Apartment,2,1050,56,L
Ellisbridge,Apartment,3,1985,1.19,Cr
Maninagar,Apartment,2,1170,55,L
Chharodi,Apartment,3,1908,86,L
Gandhi Nagar,Apartment,2,1090,57.6,L
Maninagar,Apartment,3,1485,70,L
Maninagar,Apartment,2,1170,55,L
Naroda,Apartment,2,400,31,L
Maninagar East,Apartment,2,1027,43,L
Maninagar East,Apartment,1,654,25,L
IIM Road,Apartment,3,2230,1.23,Cr
